,input,output,label
407,translate English to English: The Duchess of Kent.,"The Duke of Kent,",the Duchess of Kent.
408,translate English to English: Was shipped on March 20 1963.,"was shipped on March 20, 1963.","was shipped on March 20, 1963, to A. J. Hidell, Post Office Box 2915, Dallas, Texas."
409,translate English to English: The letters salary with fees the rent of the tap and of the Chandler's shop amounted to about 600 lb a year,"The letters' salary, with fees, the rent of the tap and of the Chandler's","The latter's salary, with fees, the rent of the tap and of the chandler's shop, amounted to about £600 a year."
410,translate English to English: Or developed by chemical processes.,or developed by chemical processes.,were developed by chemical processes.
411,translate English to English: At that point both governor and missus Connolly observe brain tissue splattered over the interior of the car,At that point both Governor and Mrs. Connally observed brain tissue splattered,"At that point, both Governor and Mrs. Connally observed brain tissue splattered over the interior of the car."
412,translate English to English: From the moment of a person's committal he was certain to be plunged deeper and deeper in guilt,From the moment of a person's committal he was certain to be plunged,From the moment of a person's committal he was certain to be plunged deeper and deeper in guilt.
413,translate English to English: Account of his acts and movements after the deed,account of his acts and movements after the deed.,His account of his acts and movements after the deed
414,translate English to English: Propensity toward violent action,inclination toward violent action,"propensity toward violent action, or some similar characteristic, coupled with some evaluation of the capability of the individual or group"
415,translate English to English: Which should be paid into general prison funds and no part of them handed over to the prisoners themselves,"which should be paid into general prison funds, and no part of them handed over to the prisoners","which should be paid into general prison funds, and no part of them handed over to the prisoners themselves."
416,translate English to English: Gibbons said to Oswald,Gibbons said to Oswald,"Givens said to Oswald, quote, Boy are you going downstairs? It's near lunch time, end quote."
417,translate English to English: To specify more particularly one or two of the worst it may be mentioned that in the burrow capture,"to specify more particularly one or two of the worst, it may be mentioned that in the ","To specify more particularly one or two of the worst, it may be mentioned that in the Borough Compter"
418,translate English to English: Designed and colors of white and blue and yellow and black.,designed in colors of white and blue and yellow and black.,designed in colors of white and blue and yellow and black.
419,translate English to English: Hey gigantic conspiracy to defraud was discovered in the following year,"The gigantic conspiracy to defraud was discovered in the following year,","A gigantic conspiracy to defraud was discovered in the following year, when a solicitor named William Henry Barber,"
420,translate English to English: Davidson and Gordon were also sentenced to imprisonment,Davidson and Gordon were also sentenced to imprisonment.,Davidson and Gordon were also sentenced to imprisonment.
421,translate English to English: Police found an empty revolver holster when they searched Oswald's room on Beckley Ave after his arrest,police found an empty revolver holster when they searched Oswald's room on,Police found an empty revolver holster when they searched Oswald's room on Beckley Avenue after his arrest.
422,translate English to English: The officers were obliged to go in among the prisoners to restore order with a drawn cutlasses,"The officers were obliged to go in among the prisoners, to restore order with drawn cutlass","The officers were obliged to go in among the prisoners to restore order with drawn cutlasses,"
423,translate English to English: The money went after her to her children,"The money went after her to her children, and she was slain in the car",The money went after her to her children.
424,translate English to English: However niches and Beckley do not intersect.,However niches and Beckley do not intersect.,"However, Neches and Beckley do not intersect."
425,translate English to English: Director Hoover emphasized that the first indication of Oswald's capacity for violence,Director Hoover emphasized that the first indication of Oswald's capacity for violence,Director Hoover emphasized that the first indication of Oswald's capacity for violence
426,translate English to English: Sheriff demanded four shillings six pints for his liberate,"Sheriff demanded four shillings, six pints for his liberation.","The sheriff demanded 4 shillings, 6 pence for his liberate, the jailer 6 shillings, 10 pence more, and the turnkey 2 shillings;"
427,translate English to English: A watch was paid for as a watch,A watch was paid for as a watch.,"Thus, a watch was paid for as a watch, whether it was of gold or silver; a piece of linen as such, whether the stuff was coarse or fine."
428,translate English to English: He lived at mile end when she walked off into call at three,He lived at mile end when she walked off into call at three.,"He lived at Mile End, whence he walked often to call at 3, Minver Place, Bermondsey, the residence of his old love."
429,translate English to English: An old lady handed me a pamphlet about saving the Rosenberg's,An old lady handed me a pamphlet about saving the Rosenbergs.,"An old lady handed me a pamphlet about saving the Rosenbergs. I looked at that paper and I still remember it for some reason, I don't know why. End quote."
430,translate English to English: He distributed literature in downtown New Orleans on August 9 1963.,"He distributed literature in downtown New Orleans on August 9, 1963.","He distributed literature in downtown New Orleans on August 9, 1963,"
431,translate English to English: The inspector said that they could not be removed till he reached England,The inspector said that they could not be removed till he reached England.,The inspector said that they could not be removed till he reached England.
432,translate English to English: The White House staff informed the secret service,The White House staff informed the Secret Service,The White House staff informed the Secret Service
433,translate English to English: More officers were appointed as the time of so many of those already on the staff was monopolised by attendance at the central criminal court,"More officers were appointed, as the time of so many of those already on the staff was ","more officers were appointed, as the time of so many of those already on the staff was monopolized by attendance at the Central Criminal Court."
434,translate English to English: In the protection of the president if the presidential car permitted immediate access to the president by a secret service agent at the first sign of danger,"in the protection of the President, if the Presidential car permitted immediate access to the President by",in the protection of the President if the Presidential car permitted immediate access to the President by a Secret Service agent at the first sign of danger.
435,translate English to English: Special agent Rufus W Youngblood observed that the large electric sign clock atop the Texas school book depository building,Special Agent Rufus W. Youngblood observed that the large electric sign clock atop the,Special Agent Rufus W. Youngblood observed that the large electric sign clock atop the Texas School Book Depository Building
436,translate English to English: There was a master's side for females who could pay the usual fees,There was a master's side for females who could pay the usual fees.,"There was a master's side for females who could pay the usual fees, but they associated with the rest in the one narrow yard common to all."
437,translate English to English: That they had been in the boats 5 days and nights but that the captain and the others had been lost,"that they had been in the boats five days and nights, but that the captain and the others","that they had been in the boats five days and nights, but that the captain and others had been lost."
438,translate English to English: She said that she could always try to point out to him that he was a man like any others who were around us but he simply could not understand that end quote,She said that she could always try to point out to him that he was a man,"She said that she, quote, always tried to point out to him that he was a man like any others who were around us. But he simply could not understand that? End quote."
439,translate English to English: Spoil was fairly divided part of the notes were disposed of to a travelling receiver who passed over to the continent and there cash them easily,"The Spoil was fairly divided, part of the notes were disposed of to a travelling","The spoil was fairly divided; part of the notes were disposed of to a traveling ""receiver,"" who passed over to the Continent and there cashed them easily."
440,translate English to English: End quote the president replied,"End quote, the President replied, quote,","end quote, the President replied, ""That is very obvious."""
441,translate English to English: Which grows as one speaks to him and quote.,"which grows as one speaks to him, end quote.","which grows as one speaks to him, end quote."
442,translate English to English: And at sometimes he made his entry right after a trip while at other times he waited to record three or four trips,"and at sometimes he made his entry right after a trip, while at other times ",and that sometimes he made his entry right after a trip while at other times he waited to record three or four trips.
443,translate English to English: The commission does believe that there are aspects of the protective measures employed in the motorcade at Dallas which deserves special comment,The Commission does believe that there are aspects of the protective measures employed in the motorcade at Dallas,the Commission does believe that there are aspects of the protective measures employed in the motorcade at Dallas which deserve special comment.
444,translate English to English: President elect and a candidate for the presidency which narrowly failed.,"President-elect, and a candidate for the presidency which narrowly failed.","a President-elect, and a candidate for the Presidency, which narrowly failed:"
445,translate English to English: Throughout his trial he preserved an impassive continents but he clearly took a deep interest in all that passed,"Throughout his trial he preserved impassive continents, but he clearly took ","Throughout his trial he preserved an impassive countenance, but he clearly took a deep interest in all that passed."
446,translate English to English: Manage to get away in the very same spot where his namesake had 9 years before so miserably failed,"managed to get away in the very same spot where his nameake had nine years before,",managed to get away in the very same spot where his namesake had nine years before so miserably failed.
447,translate English to English: Estimated that most of the material received by his office originated in this fashion,estimated that most of the material received by his office originated in this fashion.,estimated that most of the material received by his office originated in this fashion
448,translate English to English: In an early report of the prison discipline improvement society.,"In an early report of the Prison Discipline Improvement Society,","In an early report of the Prison Discipline Improvement Society,"
449,translate English to English: While Oswald remained somewhat evasive at this interview he was not antagonistic,"While Oswald remained somewhat evasive at this interview, he was not","while Oswald remained somewhat evasive at this interview, he was not antagonistic and seemed generally to be settling down."
450,translate English to English: Made certain recommendations which it believes would if adopted,"made certain recommendations which it believes would, if adopted, be a good idea of the","made certain recommendations which it believes would, if adopted,"
451,translate English to English: All of the ancient writers agree in saying that Babylon was surrounded with both inner and outer walls,All of the ancient writers agree in saying that Babylon was surrounded with both inner and outer walls,"All of the ancient writers agree in saying that Babylon was surrounded with both inner and outer walls, and the ruins confirm their statements."
452,translate English to English: The administration and the congress are not proceeding in any hap hazard fashion in this task of government,The administration and the Congress are not proceeding in any haphazard fashion in this task of,The administration and the Congress are not proceeding in any haphazard fashion in this task of government.
453,translate English to English: And the curtailment of rank stock speculation through the security's exchange act,and the curtailment of rank stock speculation through the Securities Exchange Act.,and the curtailment of rank stock speculation through the Securities Exchange Act.
454,translate English to English: And when one of the city's clinics did find room to handle him,"and when one of the city's clinics did find room to handle him,","and when one of the city's clinics did find room to handle him,"
455,translate English to English: Besides his employers are jeweler named Humphreys was in the swim at whose shop in Red Lion Square was discovered a quantity of baseball,"Besides his employers, a jeweler named Humphreys was in the ","Besides his employers, a jeweler named Humphreys was in the ""swim,"" at whose shop in Red Lion Square was discovered a quantity of base gold"
456,translate English to English: And improve the morals of the prisoners and shall ensure the proper measure of punishment to convicted offenders.,"and improve the morals of the prisoners, and shall assure the proper measure of punishment to ","and improve the morals of the prisoners, and shall insure the proper measure of punishment to convicted offenders."
457,translate English to English: That he saw Oswald on television the night of the murder and thought that Oswald was the man he had seen running away from the shooting,that he saw Oswald on television the night of the murder and thought that Os,that he saw Oswald on television the night of the murder and thought that Oswald was the man he had seen running away from the shooting.
458,translate English to English: The rights of private individuals must not be infringed.,The rights of private individuals must not be infringed.,The rights of private individuals must not be infringed.
459,translate English to English: Having first set apart their mothers,"Having first set apart their mothers,","having first set apart their mothers, each man chose besides out of his whole household one woman whomsoever he pleased;"
460,translate English to English: With the advance of microscopic anatomy the universality of the fact itself among animals has ceased to be predictable,With the advance of microscopic anatomy the universality of the fact itself among animals has ,"with the advance of microscopic anatomy, the universality of the fact itself among animals has ceased to be predicable."
461,translate English to English: Fritz told him that the two small photographs were found in the paint garage,Fritz told him that the two small photographs were found in the paint garage.,Fritz told him that the two small photographs were found in the Paine garage.
462,translate English to English: Baker quote had it in mind that the shots came from the top of this building here end quote,"Baker, quote, had it in mind that the shots came from the top of this building here","Baker, quote, had it in mind that the shots came from the top of this building here, end quote, so he ran straight to the entrance of the Depository Building."
463,translate English to English: This was verified by Admiral Berkeley the president's position who arrived at the hospital after emergency treatment was underway,"This was verified by Admiral Berkeley, the President's position, who arrived at the hospital","This was verified by Admiral Burkley, the President's physician, who arrived at the hospital after emergency treatment was underway and concluded that, quote,"
464,translate English to English: On November 22,"On November 22,","On November 22, Oswald told Captain Fritz that he rode a bus to a stop near his home and then walked to his roominghouse."
465,translate English to English: When asked later whether it might have been Mister Johnson,"When asked later whether it might have been Mr. Johnson,","When asked later whether it might have been Mr. Johnson, she said, quote, Yes, no."
466,translate English to English: As indeed she must be according to the derivation theory,"As indeed she must be, according to the derivation theory,","as, indeed, she must be according to the derivation theory."
467,translate English to English: Running a great risk of discovery as he passed by a lot of work minute Tyler's manufacturing warwick square which had formerly been the college of physicians.,"running a great risk of discovery, as he passed by a lot of work,","running a great risk of discovery as he passed by a lot of workmen at Tyler's manufactory in Warwick Square, which had formerly been the College of Physicians."
468,translate English to English: Neglect of prison reform in those days was not to be visited upon the legislature.,The Neglect of Prison Reform in those days was not to be visited upon the legislature.,The neglect of prison reform in those days was not to be visited upon the legislature.
469,translate English to English: Chronicles of new gate volume two by Arthur Griffiths section 11,"The Chronicles of Newgate, Volume 2. By Arthur Griffiths. Section 11.","The Chronicles of Newgate, Volume 2. By Arthur Griffiths. Section 11: Executions, part one."
470,translate English to English: Misdemeanance have found their way into Newgate and within the last few years one offender against the privileges of the House of Commons,"Misdemeanants have found their way into Newgate, and within the last few years","misdemeanants have found their way into Newgate, and within the last few years one offender against the privileges of the House of Commons."
471,translate English to English: But a little later the court itself admitted.,But a little later the Court itself admitted.,But a little later the Court itself admitted
472,translate English to English: Sometimes it depends upon what paper you read and what broadcast you hear,Sometimes it depends upon what paper you read and what broadcast you hear.,Sometimes it depends upon what paper you read and what broadcast you hear.
473,translate English to English: While the Babylonians crowding to the walls did their best to resist the person assault,"While the Babylonians crowding to the walls did their best to resist the person assault,","While the Babylonians, crowding to the walls, did their best to resist the Persian assault,"
474,translate English to English: Brennan had seen Oswalt's picture on television and he told the commission that whether this affected his identification quote is something I do not know,Brennan had seen Oswald's picture on television and he told the Commission that,"Brennan had seen Oswald's picture on television, and he told the Commission that whether this affected his identification, quote, is something I do not know."
475,translate English to English: Led him to think seriously of trying his fortunes in another land,led him to think seriously of trying his fortunes in another land.,led him to think seriously of trying his fortunes in another land.
476,translate English to English: I want as all Americans want an independent judiciary as proposed by the framers of the constitution,"I want, as all Americans, want an independent judiciary, as proposed by the framer",I want -- as all Americans want -- an independent judiciary as proposed by the framers of the Constitution.
477,translate English to English: That high will appoint just assist who will actors justices and not as legislators,"that high will appoint just assassin, who will act as justices",that I will appoint justices who will act as justices and not as legislators
478,translate English to English: His crime wrote it in the manner customary for the scribes of those days to write of their royal masters,His crime wrote it in the manner customary for the scribes of those days to write,but his scribe wrote it in the manner customary for the scribes of those days to write of their royal masters.
479,translate English to English: Members of the immediate family of the president the president elect or the vice president,"members of the immediate family of the President, the President-elect, or the Vice-","members of the immediate family of the President, the President-Elect or the Vice-President"
480,translate English to English: At about 1:16 PM:,"At about 1:16 p.m., the President was in the office of a","At about 1:16 p.m., a Dallas police officer, J. D. Tippit, was shot less than 1 mile from Oswald's roominghouse."
481,translate English to English: Commanded him Cyrus to go forth to his city Babylon and he went by his side as a friend and companion,"Commanded him Cyrus to go forth to his city Babylon, and he went by","commanded him (Cyrus) to go forth to his city Babylon, and he went by his side as a friend and companion."
482,translate English to English: The office of Naval Intelligence the FBI and the CIA.,"The Office of Naval Intelligence, the FBI and the CIA,","the Office of Naval Intelligence, the FBI and the CIA. The information known to the FBI is summarized below."
483,translate English to English: Which occurred 8 days after Oswald wrote the above letter to VT Lee,which occurred 8 days after Oswald wrote the above letter to V. T. Lee.,which occurred 8 days after Oswald wrote the above letter to V. T. Lee.
484,translate English to English: 5° however,"5°, however,","By degrees, however,"
485,translate English to English: Even so severe a critic as mister Wakefield states that are stranger to the scene,"Even so severe a critic, as Mr. Wakefield states, that are stranger to the","Even so severe a critic as Mr. Wakefield states that ""a stranger to the scene"
486,translate English to English: And eventually lodged in Bethlehem Hospital where she died after 40 years detention at the advanced age of 100,"and eventually lodged in Bethlehem Hospital, where she died after forty years' detention","and eventually lodged in Bethlehem Hospital, where she died after forty years' detention, at the advanced age of one hundred."
487,translate English to English: Running in a line from the wound in the rear of the president's head,running in a line from the wound in the rear of the President's head.,"running in a line from the wound in the rear of the President's head toward the front part of the skull,"
488,translate English to English: There was still untoward accidents occasionally at executions and even the chief practitioner of recent times calcra,"There was still untoward accidents occasionally at executions, and even the chief practitioner of recent","There were still untoward accidents occasionally at executions, and even the chief practitioner of recent times, Calcraft,"
489,translate English to English: Yet he must have entered the best of your door before truly reached the top of the stairwell,yet he must have entered the best of your door before Truly reached the top of the,"Yet he must have entered the vestibule door before Truly reached the top of the stairwell, since Truly did not see him."
490,translate English to English: In a county prison adjoining the metropolis the separation between the mail and female quarters was supposed to be accomplished by the erection of an iron railing,In a county prison adjoining the metropolis the separation between the male and female quarters,"In a county prison adjoining the metropolis, the separation between the male and female quarters was supposed to be accomplished by the erection of an iron railing;"
491,translate English to English: He saw pigeons flutter upward,"He saw Pigeons flutter upward, sat down with a ","He saw pigeons flutter upward. He was not certain, quote, but I am pretty sure they came from the building right on the northwest corner, end quote."
492,translate English to English: We have here the direct absorption into the body proper of food stuffs precisely as the animal takes in water and oxygen,We have here the direct absorption into the body proper of food stuffs precisely as the animal,We have here the direct absorption into the body proper of food-stuffs precisely as the animal takes in water and oxygen.
493,translate English to English: It was the strongest circumstantial evidence which had ever been brought forward in a murder case.,It was the strongest circumstantial evidence which had ever been brought forward in a murder case,it was the strongest circumstantial evidence which had ever been brought forward in a murder case.
494,translate English to English: Oswald was motivated to join the marines in large part by a desire quote to get from out and under the yoke of oppression from my mother end quote,"Oswald was motivated to join the Marines in large part by a desire, quote","Oswald was motivated to join the Marines in large part by a desire, quote, to get from out and under the yoke of oppression from my mother, end quote."
495,translate English to English: Buy and buy when escape seemed hopeless and after sentence,"Buy and Buy when escape seemed hopeless, and after sentence,","By-and-by, when escape seemed hopeless, and after sentence, he suddenly degenerated into the lowest stamp of criminal,"
496,translate English to English: The great principles of classification cleanliness and employment were closely observed.,"The great principles of classification, cleanliness, and employment were closely observed.","The great principles of classification, cleanliness, and employment were closely observed."
497,translate English to English: It is difficult for a person who does not know ships to tell how it will finally look when it is sailing the high seas,It is difficult for a person who does not know ships to tell how it will finally look,it is difficult for a person who does not know ships to tell how it will finally look when it is sailing the high seas.
498,translate English to English: The eight quartz above a numerated were well supplied with water,"The eight quartz above, a numerated, were well supplied with water.",The eight courts above enumerated were well supplied with water;
499,translate English to English: He saw a man walking away from him in the lunch room.,He saw a man walking away from him in the lunchroom.,He saw a man walking away from him in the lunchroom.
500,translate English to English: Only two of the men in the lineup with Oswald were teenagers,Only two of the men in the lineup with Oswald were teenagers.,"Only two of the men in the lineup with Oswald were teenagers: John T. Horn, aged 18, was No. 1;"
501,translate English to English: Ventilators hand and others were to be supplied,"Ventilators, hand and others, were to be supplied.","Ventilators, hand and others, were to be supplied."
502,translate English to English: This is Emily Siegel a social worker who interviewed both Lee and his mother while Lee was confined in youth house,"This is Emily Siegel, a social worker who interviewed both Lee and his mother while Lee","Mrs. Evelyn D Siegel, a social worker who interviewed both Lee and his mother while Lee was confined in Youth House,"
503,translate English to English: Morally disturbed picked up a cigar and parcel from the counter then ran out pursued by Larago only,"The morally disturbed picked up a cigar and parcel from the counter, then ran out,","Marley, disturbed, picked up a cigar and parcel from the counter, then ran out, pursued by Lerigo only."
504,translate English to English: A prominent evils of this prison Newgate,The prominent evils of this prison Newgate,The prominent evils of this prison (Newgate) -- evils which the alterations made within the last four years have failed to remove|The prominent evils of this prison (Newgate) -- evils which the alterations made within the last four years have failed to remove
505,translate English to English: He wrote quote the communist party of the united states has betrayed itself,"He wrote, quote, the Communist Party of the United States has betrayed itself.","He wrote, quote, The Communist Party of the United States has betrayed itself!"
506,translate English to English: In others meet soup grill beer we're given,In others a soup-grit-brew were given.,"in others meat, soup, gruel, beer were given."
507,translate English to English: With convict of all ages and characters to render it next to impossible but that with the obliteration of all sense of self respect,"with convict of all ages and characters to render it next to impossible, but that","with convicts of all ages and characters, to render it next to impossible but that, with the obliteration of all sense of self-respect,"
508,translate English to English: A Russian speaking petroleum engineer whom Oswald met as a result of his contact with the Texas employment commission office in Fort Worth,A Russian-speaking petroleum engineer whom Oswald met as a result of his contact with,a Russian-speaking petroleum engineer whom Oswald met as a result of his contact with the Texas Employment Commission office in Fort Worth.
509,translate English to English: It is to be feared too that although the surface was thus whitewashed and decorous much that was vicious still festered and rankled beneath,It is to be feared too that although the surface was thus whitewashed and decor,"It is to be feared too that although the surface was thus whitewashed and decorous, much that was vicious still festered and rankled beneath,"
510,translate English to English: Various other recommendations were made as regards to the appointment of chaplain in school masters the limitation of the powers of wardsmen,"Various other recommendations were made as regards the appointment of chaplain in school masters,","Various other recommendations were made as regards the appointment of chaplain and schoolmasters; the limitation of the powers of wardsmen,"
511,translate English to English: Coiled up on the floor of the scaffold like a serpent that hangman's rope,coiled up on the floor of the scaffold like a serpent that hangman's,"coiled up on the floor of the scaffold like a serpent, the hangman's rope!"
512,translate English to English: Cunningham compared four lead bullets recovered from the body of patrolman tippet with test bullets fired from Oswald to revolver,Cunningham compared four lead bullets recovered from the body of Patrolman Tippit with,Cunningham compared four lead bullets recovered from the body of Patrolman Tippit with test bullets fired from Oswald's revolver.
513,translate English to English: 5 feet 10 inches wearing light clothing a light colored jacket,"five feet 10 inches wearing light clothing, a light colored jacket.","5 feet, 10 inches, wearing light clothing, a light-colored jacket"" walk past her at a fast pace with his hands in his pocket."
514,translate English to English: It was shown that the will must be a forgery.,It was shown that the will must be a forgery.,"It was shown that the will must be a forgery,"
515,translate English to English: With no behavior or truency problems.,with no behavior or truency problems.,with no behavior or truancy problems.
516,translate English to English: Freeze your testified that the rifle was accurate that it had less recoil than the average military rifle,Freeze testified that the rifle was accurate that it had less recoil than the average,"Frazier testified that the rifle was accurate, that it had less recoil than the average military rifle"
517,translate English to English: Could not be brought about in 1 year,could not be brought about in one year.,could not be brought about in one year.
518,translate English to English: From February 11.,From February 11.,"From February 11 through June 30, 1964,"
519,translate English to English: Men made differ as to the particular form of governmental activity,Men made differ as to the particular form of governmental activity.,Men may differ as to the particular form of governmental activity
520,translate English to English: Mister G went in the coach sent for him and a lighted at 27 York St West commercial road.,"Mr. G. went in the coach sent for him, and a lighted at 27","Mr. Gee went in the coach sent for him, and alighted at 27, York Street, West, Commercial Road."
521,translate English to English: Adore of his place of Darren stood open and mister G began to consider whether he might not escape,"The adore of his place of Darren stood open, and Mr. G","The door of his place of durance stood open, and Mr. Gee began to consider whether he might not escape."
522,translate English to English: He said quote.,"He said, quote,","He said, quote,"
523,translate English to English: The work day and the work week have been shortened,The work day and the work week have been shortened.,The work day and the work week have been shortened.
524,translate English to English: The foods containing only the elements carbon hydrogen and oxygen fats and carbohydrates,"the foods containing only the elements, carbon, hydrogen and oxygen, fats and carbohydrates.","The foods containing only the elements carbon, hydrogen and oxygen (fats and carbohydrates)"
525,translate English to English: At one time the whole of these different categories were thrown together Palm Mel young and old Leon tried with the convicted,"At one time the whole of these different categories were thrown together, Palmlem, young","At one time the whole of these different categories were thrown together pell-mell, young and old, the untried with the convicted."
526,translate English to English: Pic returned home missus Oswald tried to play down the event but missus pic took a different view and ask the Oswalds to leave,"Pic returned home, Mrs. Oswald tried to play down the event, but Mrs.","When Pic returned home, Mrs. Oswald tried to play down the event but Mrs. Pic took a different view and asked the Oswalds to leave."
527,translate English to English: President Taft appoint,President Taft appoints President Taft as the President of the United,President Taft appointed five members and named a Chief Justice;
528,translate English to English: For example there is a superficial resemblance between the wing of an insect and the wing of a bird,"For example, there is a superficial resemblance between the wing of an","For example, there is a superficial resemblance between the wing of an insect and the wing of a bird"
529,translate English to English: The general conflict of views between the United States and Cuba was of course reflected in other media to such an extent,"The general conflict of views between the United States and Cuba was, of course, reflected in","The general conflict of views between the United States and Cuba was, of course, reflected in other media to such an extent"
530,translate English to English: Americans as a whole are feeling a lot better a lot more cheerful than for many many years,"The Americans as a whole are feeling a lot better, a lot more cheerful than","Americans as a whole are feeling a lot better -- a lot more cheerful than for many, many years."
531,translate English to English: Claimed that about 15 minutes after the assassination he saw a man whom he later identified as Oswald,claimed that about 15 minutes after the assassination he saw a man whom,"claimed that about 15 minutes after the assassination he saw a man, whom he later identified as Oswald,"
532,translate English to English: A conversation on Monday November 18 1963,"A conversation on Monday, November 18, 1963,","The conversation on Monday, November 18, 1963,"
533,translate English to English: He could close the inadequate prison by declaring it unfit for the reception of prisoners,He could close the inadequate prison by declaring it unfit for the reception of prisoners.,"he could close the ""inadequate"" prison, by declaring it unfit for the reception of prisoners."
534,translate English to English: In a metropolitan prison,"In a metropolitan prison, the occupants of the prison were occupied with the ","but in a metropolitan prison absolutely essential. The Corporation in reply demurred rather to accepting strict separation as a rule,"
535,translate English to English: Was considered of probative value in this investigation although the commissions conclusion concerning the identity of the assassin,"was considered of probative value in this investigation, although the Commission's conclusion concerning the identity","was considered of probative value in this investigation, although the Commission's conclusion concerning the identity of the assassin"
536,translate English to English: Who thought as well had an irrevocable conviction that his Marxist believes were correct testified quote,"who thought Oswald had an irrevocable conviction that his Marxist believes were correct,","Thornley, who thought Oswald had an ""irrevocable conviction"" that his Marxist beliefs were correct, testified, quote,"
537,translate English to English: Those on the first floor were rather larger on account of a set off in the wall and the uppermost were the largest for the same reason,Those on the first floor were rather larger on account of a set off in the wall,"those on the first floor were rather larger on account of a set-off in the wall; and the uppermost were the largest, for the same reason."
538,translate English to English: With a highway man on one side and a man charged with murder on the other,with a highway man on one side and a man charged with murder on the other.,"he slept in the same bed with a highwayman on one side, and a man charged with murder on the other."
539,translate English to English: There was no mr. Turner and to LA miss Turner's growing anxiety,"There was no Mr. Turner, and to LA miss Turner's growing anxiety,","But at Kendal there was no Mr. Turner, and, to allay Miss Turner's growing anxiety,"
540,translate English to English: Greenacre a stout middle aged man wrapped in a brown grape coat assumed an error of insulin bravado,"Greenacre, a stout, middle-aged man wrapped in a brown","Greenacre, a stout, middle-aged man, wrapped in a brown greatcoat, assumed an air of insolent bravado;"
541,translate English to English: Wise public policy however requires not only that banking be safe,"Wise public policy, however, requires not only that banking be safe,","Wise public policy, however, requires not only that banking be safe"
542,translate English to English: West fifth street Irving Texas.,"West Fifth Street, Irving, Texas.","West Fifth Street, Irving, Texas. After receiving this information on October 29, Agent Hosty attempted to locate Oswald."
543,translate English to English: Excretions which are lost by osmosis through the roots and the accumulated but useless mineral substances which are eliminated by leaf fall,Excretions which are lost by osmosis through the roots and the accumulated,excretions which are lost by osmosis through the roots and the accumulated but useless mineral substances which are eliminated by leaf fall.
544,translate English to English: Responsibilities for presidential protection.,Responsibilities for Presidential Protection,Responsibilities for Presidential Protection
545,translate English to English: Or to insist upon the construction of prisons on the most approved plan,or to insist upon the construction of prisons on the most approved plan.,or to insist upon the construction of prisons on the most approved plan.
546,translate English to English: Was of no probative value in the commissions decision concerning the identity of the assassin of President Kennedy,was of no probative value in the Commission's decision concerning the identity of the ass,was of no probative value in the Commission's decision concerning the identity of the assassin of President Kennedy.
547,translate English to English: Pierce made Kay only if you small payments then appropriated the rest of the money,"Pierce made Kay only if you small payments, then appropriated the rest of the money.","Pierce made Kay only a few small payments, then appropriated the rest of the money."
548,translate English to English: But again the standards were very general,But again the standards were very general.,but again the standards were very general.
549,translate English to English: They were accused by a confederate who,"They were accused by a confederate, who, in turn, had been a","They were accused by a confederate, who, goaded by conscience, had turned approver, of the murder of a Mr. Steele,"
550,translate English to English: But hickey kept the automatic weapon ready as the car raced to the hospital,But Hickkey kept the automatic weapon ready as the car raced to the hospital.,but Hickey kept the automatic weapon ready as the car raced to the hospital.
551,translate English to English: Lorena Oswald speculated that the incident may have been unrelated to an actual threat,Lorena Oswald speculated that the incident may have been unrelated to an actual,Marina Oswald speculated that the incident may have been unrelated to an actual threat.
552,translate English to English: At no period could thieves in London or elsewhere have prospered had they been unable to dispose of their ill gotten goods?,At no period could thieves in London or elsewhere have prospered had they been unable to,At no period could thieves in London or elsewhere have prospered had they been unable to dispose of their ill-gotten goods.
553,translate English to English: While Calcraft adjusted the news,"While Calcraft adjusted the news,",while Calcraft adjusted the noose.
554,translate English to English: My direct services to him at that moment would have interfered with the action of the team which was in progress end quote,My direct services to him at that moment would have interfered with the action of the team which,"my direct services to him at that moment would have interfered with the action of the team which was in progress, end quote,"
555,translate English to English: 1963 almost a month after he lost his job,1963 almost a month after he lost his job.,"1963, almost a month after he lost his job."
556,translate English to English: The whole of the convicts were assembled together in one ward and made to kneel down,The whole of the convicts were assembled together in one ward and made to knee,"The whole of the convicts were assembled together in one ward, and made to kneel down."
557,translate English to English: Invited the man with the cough to enter a neighboring house and try a little peppermint for it,invited the man with the cough to enter a neighboring house and try a little pepper,invited the man with the cough to enter a neighboring house and try a little peppermint for it.
558,translate English to English: And it was a matter of course that in the middle ages when the craftsman took care that beautiful form should always be a part of their productions whatever they were,and it was a matter of course that in the middle ages when the craftsmen took,"And it was a matter of course that in the Middle Ages, when the craftsmen took care that beautiful form should always be a part of their productions whatever they were,"
559,translate English to English: It revealed his letter of January 30 1962 to secretary of the navy connolly,"It revealed his letter of January 30, 1962, to Secretary of the Navy Connally,","It revealed his letter of January 30, 1962, to Secretary of the Navy Connally,"
560,translate English to English: He charged a weekly sum as war dues for the use of knives forks and plates,"He charged a weekly sum as war dues for the use of knives, forks","He charged a weekly sum as ward dues for the use of knives, forks, and plates"
561,translate English to English: Sermon of this day whether eloquent or plain useful or useless,"The sermon of this day, whether eloquent or plain, useful or useless","The sermon of this day, whether eloquent or plain, useful or useless, must produce a striking effect at the moment of its delivery."
