,input,output,label
351,translate English to English: to conduct The Wider investigative work that is required today for the security of the president,to conduct the wider investigative work that is required today for the security of the President.,to conduct the wider investigative work that is required today for the security of the President.
352,translate English to English: Marina had a hundred dresses given to her and he objected to that lavish help because Marina was throwing it into his face,"Marina had a hundred dresses given to her, and he objected to that lavish","Marina had a hundred dresses given to her, and he objected to that lavish help, because Marina was throwing it into his face."
353,translate English to English: there is of course no way to determine the degree to which he was committed to his plan at that time,"There is, of course, no way to determine the degree to which he was committed to","There is, of course, no way to determine the degree to which he was committed to his plan at that time."
354,translate English to English: under these circumstances unnatural as they are with proper management Sabine will thrust forth its radical and its Plum mule,"Under these circumstances, unnatural as they are with proper management, Sabine will thrust forth its","Under these circumstances, unnatural as they are, with proper management, the bean will thrust forth its radicle and its plumule;"
355,translate English to English: Oswald's arrest,Oswald's arrest,Oswald's Arrest
356,translate English to English: became involved in conflicts some of which were fairly heated with his fellow employees,"became involved in conflicts, some of which were fairly heated with his fellow employees.","became involved in conflicts, some of which were fairly heated, with his fellow employees."
357,translate English to English: Terry Thornley a marine Associates,"Terry Thornley, a marine associate,","Kerry Thornley, a marine associate,"
358,translate English to English: WhatsApp reported international certificate of vaccination signed by dr. deal,WhatsApp reported an international certificate of vaccination signed by Dr. Deal,"was a purported international certificate of vaccination signed by ""Dr. A. J. Hideel,"
359,translate English to English: extensive comparison in the taxonomic and antigenic series details in different animals,extensive comparison in the taxonomic and antigenic series details in different animals.,"By extensive comparison in the taxonomic and ontogenic series, the whole vertebrate structure in all its details in different animals"
360,translate English to English: this accept Forsett commonly called the jail distemper,"This accepts Forsett, commonly called the jail distemper,","This act set forth that ""whereas the malignant fever commonly called the jail distemper"
361,translate English to English: drill several finger holes in it and fill them with the melted butter the dissolve soda and the beating yolk of egg,"drill several finger holes in it and fill them with the melted butter, the dissolve soda,","drill several finger-holes in it and fill them with the melted butter, the dissolved soda and the beaten yolk of egg."
362,translate English to English: but she had had a quarrel with her mistress and that the latter with all others who tasted the dumplings were similarly attacked although no one died,"but she had had a quarrel with her mistress, and that the latter","that she had had a quarrel with her mistress, and that the latter with all others who tasted the dumplings were similarly attacked, although no one died."
363,translate English to English: the general solidity of a page is much to be soft for,The general solidity of a page is much to be soft for.,The general solidity of a page is much to be sought for
364,translate English to English: which recommends additional personnel and Facilities to enable the Secret Service to expand its protection capabilities,which recommends additional personnel and facilities to enable the Secret Service to expand its protection capabilities.,which recommends additional personnel and facilities to enable the Secret Service to expand its protection capabilities.
365,translate English to English: and by Arthur Mandela offender print expert with the New York City Police Department,"and by Arthur Mandela, offender print expert with the New York City Police Department.","and by Arthur Mandella, a fingerprint expert with the New York City Police Department."
366,translate English to English: nitrogen either from simple salt or from protides and the process of nutrition is one of oxidation,"nitrogen, either from simple salt or from protides, and the process of nutrition is one","nitrogen either from simple salts or from proteids, and the process of nutrition is one of oxidation."
367,translate English to English: that is not only my accusation,"That is not only my accusation,",That is not only my accusation.
368,translate English to English: 80 years of age and imitating other people signatures,"eight years of age, and imitating other people's signatures.","eighty years of age, who had spent his whole life in imitating other people's signatures, and had acquired the most consummate skill in the practice."
369,translate English to English: during the first interrogation on November twenty-two Fritz asked Oswald to account for himself at the time the president was shot,"During the first interrogation on November 22, Fritz asked Oswald to account for himself","During the first interrogation on November 22, Fritz asked Oswald to account for himself at the time the President was shot."
370,translate English to English: John Williams a young fellow only 23 years of age execution in 1827 for stealing house,"John Williams, a young fellow, only 23 years of age, executed in 1827 for","John Williams, a young fellow only twenty-three years of age, awaited execution in 1827 for stealing in a dwelling-house."
371,translate English to English: soak fist in cold water to numb the pain then / my left wrist of hot water,"soak fist in cold water to numb the pain, then a left wrist",Soak fist in cold water to numb the pain. Then slash my left wrist. Than plunge wrist into bathtub of hot water.
372,translate English to English: it contained generally from 6 to 700 inmates while another hundred more or less resided in the rules outside,"It contained generally from six to seven hundred inmates, while another hundred more or less resided","It contained generally from six to seven hundred inmates, while another hundred more or less resided in the rules outside."
373,translate English to English: special agent ready on the right front running board of the presidential follow-up car,Special Agent ready on the right front running board of the Presidential follow-up car.,"Special Agent Ready, on the right front running board of the Presidential follow-up car,"
374,translate English to English: at about this time he heard the first shot,At about this time he heard the first shot.,At about this time he heard the first shot.
375,translate English to English: is made only after the longest and most serious considerations I affirm that my allegiance is to the Union of Soviet Socialist Republics,is made only after the longest and most serious considerations. I affirm that my allegiance,is made only after the longest and most serious considerations. I affirm that my allegiance is to the Union of Soviet Socialist Republics.
376,translate English to English: because he didn't make friends with the boys in the neighborhood she thought that he quote withdrew into a completely solitary and detached existence,because he didn't make friends with the boys in the neighborhood. She thought that ,"because he didn't make friends with the boys in the neighborhood. She thought that he, quote, withdrew into a completely solitary and detached existence"
377,translate English to English: Daniel Powers another Marine who was stationed with Oswald for part of his Marine career,"Daniel Powers, another Marine, who was stationed with Oswald for part of","Daniel Powers, another marine who was stationed with Oswald for part of his marine career,"
378,translate English to English: attempt on General Walker's life deserves close attention in any consideration of Oswald's possible motive for the assassination,An attempt on General Walker's life deserves close attention in any consideration of Oswald',The attempt on General Walker's life deserves close attention in any consideration of Oswald's possible motive for the assassination
379,translate English to English: intense anxiety shyness feelings of awkwardness and insecurity and quote,"intense anxiety, shyness, feelings of awkwardness and insecurity, end quote.","intense anxiety, shyness, feelings of awkwardness and insecurity, end quote."
380,translate English to English: Fisher testified that about 10 or 15 seconds before the motorcade turned onto Houston Street from Main Street,Fisher testified that about 10 or 15 seconds before the motorcade turned onto Houston Street from Main,"Fischer testified that about 10 or 15 seconds before the motorcade turned onto Houston Street from Main Street,"
381,translate English to English: I was pushed down by agent Youngblood,I was pushed down by Agent Youngblood.,I was pushed down by Agent Youngblood.
382,translate English to English: the circumstances were deemed sufficiently suspicious to Warrant the arrest of the gentleman at your jury and conspiracy,The circumstances were deemed sufficiently suspicious to warrant the arrest of the gentleman at your jury in conspiracy,and the circumstances were deemed sufficiently suspicious to warrant the arrest of the gentlemen at Yarmouth on a charge of forgery and conspiracy.
383,translate English to English: and at the forge checks which had been presented but refused amounted to double the song,and at the forge checks which had been presented but refused amounted to double the sum,"and that the forged cheques which had been presented, but refused, amounted to double the sum."
384,translate English to English: especially as no more time is occupied or cost incurred in casting setting or printing beautiful letters,"especially as no more time is occupied or cost incurred in casting, setting, or printing","especially as no more time is occupied, or cost incurred, in casting, setting, or printing beautiful letters"
385,translate English to English: and who excavated his crime on the 8th September 1868,"and who excavated his crime on the 8th September, 1868.","and who expiated his crime on the 8th September, 1868."
386,translate English to English: an architect of eminence who was very largely employed in the erection of prison buildings at the close of the last century,an architect of eminence who was very largely employed in the erection,an architect of eminence who was very largely employed in the erection of prison buildings at the close of the last century.
387,translate English to English: on November 3019 63 the FBI requested the bullet for ballistics examination,"On November 30, 1963, the FBI requested the bullet for ballistics examination.","On November 30, 1963, the FBI requested the bullet for ballistics examination;"
388,translate English to English: or you were going to really have one because he wasn't going to take anything from anybody and quote,or you were going to really have one because he wasn't going to take anything from,"or you were going to really have one, because he wasn't going to take anything from anybody, end quote."
389,translate English to English: he was eventually charged with a misdemeanor the capital charge having been abandoned and committed for trial,"He was eventually charged with a misdemeanor, the capital charge having been abandoned","He was eventually charged with a misdemeanor, the capital charge having been abandoned, and committed for trial."
390,translate English to English: we also became convinced that the only way to avoid a repetition of those dark days with power to prevent,We also became convinced that the only way to avoid a repetition of those dark days was to,We also became convinced that the only way to avoid a repetition of those dark days was to have a government with power to prevent
391,translate English to English: with much of our new deal program is only an attempt to catch up with English reforms that go back 10 years or more,With much of our new deal program is only an attempt to catch up with English reforms that,that much of our New Deal program is only an attempt to catch up with English reforms that go back ten years or more.
392,translate English to English: the stairs from one floor to the next are L-shaped with both legs of the L approximately the same length,"The stairs from one floor to the next are L-shaped, with both legs of the L","The stairs from one floor to the next are ""L-shaped,"" with both legs of the ""L"" approximately the same length."
393,translate English to English: he came to London where he practiced as a professional swindler and cheat,He came to London where he practiced as a professional swindler and cheat,"he came to London, where he practiced as a professional swindler and cheat."
394,translate English to English: on November twenty-two Fisher had apparently described the man is quote light-headed and quote,"On November 22, Fisher had apparently described the man as, quote, lightheaded, end quote.","On November 22, Fischer had apparently described the man as, quote, light-headed, end quote."
395,translate English to English: between the heart of an insect and the Heart of a vertebrate animal,between the heart of an insect and the heart of a vertebrate animal.,between the heart of an insect and the heart of a vertebrate animal
396,translate English to English: furnished materials and energy required for the life and growth of the plant,furnished materials and energy required for the life and growth of the plant.,furnish the materials and energy required for the life and growth of the plant.
397,translate English to English: verbal and clerical potential was quote outstanding and quote,"verbal and clerical potential was, quote, outstanding, end quote.","and noted that Oswald's verbal and clerical potential was, quote, outstanding, end quote."
398,translate English to English: Mister cadigan concluded that the paper and tape from the bag or identical in all respects to the sample paper and tape,Mr. Cadigan concluded that the paper and tape from the bag were identical in all respect,Mr. Cadigan concluded that the paper and tape from the bag were identical in all respects to the sample paper and tape
399,translate English to English: at that time the mild and intelligent prison discipline enforce in Pennsylvania the legacy of the old Quaker immigrants,At that time the mild and intelligent prison discipline enforced in Pennsylvania the legacy of the old ,"At that time the mild and intelligent prison discipline in force in Pennsylvania, the legacy of the old Quaker immigrants,"
400,translate English to English: and Robert I buch who was in charge of the protective research section of the Secret Service believed that the accumulation of the facts known to the FBI,"and Robert I. Buch, who was in charge of the Protective Research Section of the Secret","and Robert I. Bouck, who was in charge of the Protective Research Section of the Secret Service, believed that the accumulation of the facts known to the FBI"
401,translate English to English: invariably went out in a cab for which he always paid the same Fair,invariably went out in a cab for which he always paid the same fair,"invariably went out in a cab, for which he always paid the same fare,"
402,translate English to English: but he said he was unable to make a positive identification,but he said he was unable to make a positive identification.,but he said he was unable to make a positive identification.
403,translate English to English: is to collect process and evaluate information about persons or groups who may be a danger to the president,is to collect process and evaluate information about persons or groups who may be a danger to the,"is to collect, process, and evaluate information about persons or groups who may be a danger to the President."
404,translate English to English: for example the Dallas Times-Herald of November nineteen 1963,"For example, the Dallas Times-Herald of November 19, 1963,","For example, the Dallas Times Herald of November 19, 1963,"
405,translate English to English: process of successive additions which had previously taken place in a remote series of extinct species,"Process of successive additions, which had previously taken place in a remote series of extinct",the process of successive additions which had previously taken place in a remote series of extinct species.
406,translate English to English: the next inquiry was how he hopes to open a vein with a bit of sharpened stick picked out of the ordinary firewood,The next inquiry was how he hopes to open a vein with a bit of sharp,"The next inquiry was how he hoped to open a vein. ""With a bit of sharpened stick picked out of the ordinary firewood."""
407,translate English to English: Duchess of Kent,The Duke of Kent,the Duchess of Kent.
408,translate English to English: was shipped on March 2019 63 to AJ hendel post office box 2915 Dallas Texas,"was shipped on March 20, 1963, to A. J. Hendel's post office box","was shipped on March 20, 1963, to A. J. Hidell, Post Office Box 2915, Dallas, Texas."
409,translate English to English: the latter's salary which sees the rent of the tap and of the Chandler's shop amounted to about six hundred pounds a year,"The latter's salary, which saw the rent of the tap and of the Chandler's","The latter's salary, with fees, the rent of the tap and of the chandler's shop, amounted to about £600 a year."
410,translate English to English: were developed by chemical processes,were developed by chemical processes.,were developed by chemical processes.
411,translate English to English: at that point both governor and mrs. Connolly observe brain tissue splattered over the interior of the car,At that point both Governor and Mrs. Connally observed brain tissue splattered over,"At that point, both Governor and Mrs. Connally observed brain tissue splattered over the interior of the car."
412,translate English to English: from the moment of a person's committal he was certain to be plunged deeper and deeper in guilt,From the moment of a person's committal he was certain to be plunged,From the moment of a person's committal he was certain to be plunged deeper and deeper in guilt.
413,translate English to English: is account of his acts and movements after the deed,is account of his acts and movements after the deed.,His account of his acts and movements after the deed
414,translate English to English: propensity toward violent action or some similar characteristic coupled with some evaluation of the capability of the individual or group,a propensity toward violent action or some similar characteristic coupled with some evaluation of the capability,"propensity toward violent action, or some similar characteristic, coupled with some evaluation of the capability of the individual or group"
415,translate English to English: we should be paid into General prison funds and no part of them handed over to the prisoners themselves,"we should be paid into general prison funds, and no part of them handed over to the prisoners","which should be paid into general prison funds, and no part of them handed over to the prisoners themselves."
416,translate English to English: Givens said to Oswald quote downstairs it's near lunchtime,"Givens said to Oswald, quote, downstairs, it was near lunchtime.","Givens said to Oswald, quote, Boy are you going downstairs? It's near lunch time, end quote."
417,translate English to English: specify more particularly one or two of the worst it may be mentioned that In The Boro comforter,specify more particularly one or two of the worst. It may be mentioned that in the bor,"To specify more particularly one or two of the worst, it may be mentioned that in the Borough Compter"
418,translate English to English: designed in colors of white and blue and yellow and black,designed in colors of white and blue and yellow and black.,designed in colors of white and blue and yellow and black.
419,translate English to English: a gigantic conspiracy to defraud was discovered in the following year when a solicitor named William Henry Barber,A gigantic conspiracy to defraud was discovered in the following year when a solicitor named William,"A gigantic conspiracy to defraud was discovered in the following year, when a solicitor named William Henry Barber,"
420,translate English to English: Davidson and Gordon were also sentenced to imprisonment,Davidson and Gordon were also sentenced to imprisonment.,Davidson and Gordon were also sentenced to imprisonment.
421,translate English to English: police found an empty revolver holster when they searched Oswald's room on Beckley Avenue after his arrest,Police found an empty revolver holster when they searched Oswald's room on,Police found an empty revolver holster when they searched Oswald's room on Beckley Avenue after his arrest.
422,translate English to English: the officers were obliged to go in among the prisoners to restore order withdrawn cutlasses,"The officers were obliged to go in among the prisoners to restore order, withdrawn cutlass","The officers were obliged to go in among the prisoners to restore order with drawn cutlasses,"
423,translate English to English: the money went after her to her children,The money went after her to her children.,The money went after her to her children.
424,translate English to English: however nachas and Beckley do not intersect,"However, nachas and Beckley do not intersect.","However, Neches and Beckley do not intersect."
425,translate English to English: director Hoover emphasized that the first indication of Oswald's capacity for violence,Director Hoover emphasized that the first indication of Oswald's capacity for violence,Director Hoover emphasized that the first indication of Oswald's capacity for violence
426,translate English to English: Sheriff demanded four Shillings Sixpence for his liberabit the Jailer six shillings ten pence more and the turnkey to showings,"The Sheriff demanded four shillings, sixpence for his liberabit","The sheriff demanded 4 shillings, 6 pence for his liberate, the jailer 6 shillings, 10 pence more, and the turnkey 2 shillings;"
427,translate English to English: a watch was paid for as a watch a piece of whether the stuff was coarse or fine,"A watch was paid for as a watch, a piece of whether the stuff was coarse","Thus, a watch was paid for as a watch, whether it was of gold or silver; a piece of linen as such, whether the stuff was coarse or fine."
428,translate English to English: he lived at Mile and he walked off into call three-member Place Behrman Z the residence of his old love,"He lived at Mile, and he walked off into Call, three-members,","He lived at Mile End, whence he walked often to call at 3, Minver Place, Bermondsey, the residence of his old love."
429,translate English to English: old lady handed me a pamphlet about saving the rosenbergs I looked at that paper and I still remember it for some reason I don't know why and quote,The old lady handed me a pamphlet about saving the rosenbergs. I,"An old lady handed me a pamphlet about saving the Rosenbergs. I looked at that paper and I still remember it for some reason, I don't know why. End quote."
430,translate English to English: he distributed literature in downtown New Orleans on August 9th 1963,"He distributed literature in downtown New Orleans on August 9, 1963.","He distributed literature in downtown New Orleans on August 9, 1963,"
431,translate English to English: the inspector said that they could not be removed till he reached England,The inspector said that they could not be removed till he reached England.,The inspector said that they could not be removed till he reached England.
432,translate English to English: inform the Secret Service,to inform the Secret Service,The White House staff informed the Secret Service
433,translate English to English: more officers were appointed as the time of so many of those already on the staff was monopolized by attendance at the central Criminal Court,"More officers were appointed, as the time of so many of those already on the staff was ","more officers were appointed, as the time of so many of those already on the staff was monopolized by attendance at the Central Criminal Court."
434,translate English to English: in the protection of the president if the presidential car permitted immediate access to the president by a secret service agent at the first sign of danger,"in the protection of the President, if the Presidential car permitted immediate access to the President by",in the protection of the President if the Presidential car permitted immediate access to the President by a Secret Service agent at the first sign of danger.
435,translate English to English: special agent Rufus W Youngblood observed that the large electric sign clock Atop The Texas School Book Depository building,Special Agent Rufus W. Youngblood observed that the large electric sign clock stood on top the,Special Agent Rufus W. Youngblood observed that the large electric sign clock atop the Texas School Book Depository Building
436,translate English to English: there was a master's side for females who could pay the usual fees associated with,There was a master's side for females who could pay the usual fees associated with,"There was a master's side for females who could pay the usual fees, but they associated with the rest in the one narrow yard common to all."
437,translate English to English: they had been in the boats five days and night but that the captain and the others had been lost,"They had been in the boats five days and night, but that the captain and the others had","that they had been in the boats five days and nights, but that the captain and others had been lost."
438,translate English to English: she said that she quote always try to point out to him that he was a man like any others who were around us but he simply could not understand that and quote,"She said that she, quote, always tried to point out to him that he was ","She said that she, quote, always tried to point out to him that he was a man like any others who were around us. But he simply could not understand that? End quote."
439,translate English to English: spoil was fairly divided part of the notes were disposed off to a traveling receiver who passed over to the continent and they're easily,The spoil was fairly divided. Part of the notes were disposed off to a traveling receiver,"The spoil was fairly divided; part of the notes were disposed of to a traveling ""receiver,"" who passed over to the Continent and there cashed them easily."
440,translate English to English: and quote the president replied that is very obvious,End quote. The President replied that is very obvious.,"end quote, the President replied, ""That is very obvious."""
441,translate English to English: which grows as one speaks to him and quote,"which grows as one speaks to him, end quote.","which grows as one speaks to him, end quote."
442,translate English to English: I'm at sometimes he made his entry right after a trip while at other times he waited to record three or four trips,At sometimes he made his entry right after a trip while at other times he ,and that sometimes he made his entry right after a trip while at other times he waited to record three or four trips.
443,translate English to English: commission does believe that there are aspects of the protective measures employed in the motorcade at Dallas which deserves special comment,The Commission does believe that there are aspects of the protective measures employed in the motorcade at Dallas,the Commission does believe that there are aspects of the protective measures employed in the motorcade at Dallas which deserve special comment.
444,translate English to English: President elect the candidate for the presidency which narrowly failed,The President had chosen the candidate for the presidency which narrowly failed.,"a President-elect, and a candidate for the Presidency, which narrowly failed:"
445,translate English to English: throughout his trial he preserved in impassive countenance but he clearly took a deep interest in all that passed,"Throughout his trial he preserved in impassive countenance, but he clearly","Throughout his trial he preserved an impassive countenance, but he clearly took a deep interest in all that passed."
446,translate English to English: managed to get away in the very same spot where his namesake had nine years before so miserably failed,"managed to get away in the very same spot where his namesake had nine years before,",managed to get away in the very same spot where his namesake had nine years before so miserably failed.
447,translate English to English: estimated that most of the material received by his office originated in this fashion,estimated that most of the material received by his office originated in this fashion.,estimated that most of the material received by his office originated in this fashion
448,translate English to English: in an early report of the prison discipline Improvement Society,"In an early report of the Prison Discipline Improvement Society,","In an early report of the Prison Discipline Improvement Society,"
449,translate English to English: will remain somewhat evasive at this interview he was not in tagging istic and seems generally to be settling down,will remain somewhat evasive at this interview. He was not in tagging ,"while Oswald remained somewhat evasive at this interview, he was not antagonistic and seemed generally to be settling down."
450,translate English to English: made certain recommendations which it believes would if adopted,"made certain recommendations which it believes would, if adopted,","made certain recommendations which it believes would, if adopted,"
451,translate English to English: all of the ancient writers agree in saying that Babylon was surrounded with both inner and outer walls,All of the ancient writers agree in saying that Babylon was surrounded with both inner and outer walls,"All of the ancient writers agree in saying that Babylon was surrounded with both inner and outer walls, and the ruins confirm their statements."
452,translate English to English: the administration and the Congress are not proceeding in any haphazard fashion in this task of government,The administration and the Congress are not proceeding in any haphazard fashion in this task of,The administration and the Congress are not proceeding in any haphazard fashion in this task of government.
453,translate English to English: the curtailment of right stock speculation through the Securities Exchange Act,the curtailment of right stock speculation through the Securities Exchange Act,and the curtailment of rank stock speculation through the Securities Exchange Act.
454,translate English to English: and when one of the city's clinics did find room to handle him,"and when one of the city's clinics did find room to handle him,","and when one of the city's clinics did find room to handle him,"
455,translate English to English: besides his employer's a jeweler named Humphreys was in the swim shop in Red Lion Square was discovered,"Besides his employer's, a jeweler named Humphreys was in","Besides his employers, a jeweler named Humphreys was in the ""swim,"" at whose shop in Red Lion Square was discovered a quantity of base gold"
456,translate English to English: and improve the morals of the prisoners and shall ensure the proper measure of punishment to convicted offenders,"and improve the morals of the prisoners, and shall ensure the proper measure of punishment to ","and improve the morals of the prisoners, and shall insure the proper measure of punishment to convicted offenders."
457,translate English to English: but he saw Oswald on television the night of the murder and saw that Oswald was the man he had seen running away from the shooting,But he saw Oswald on television the night of the murder and saw that Os,that he saw Oswald on television the night of the murder and thought that Oswald was the man he had seen running away from the shooting.
458,translate English to English: the rights of private individuals must not be infringed,The rights of private individuals must not be infringed.,The rights of private individuals must not be infringed.
459,translate English to English: having first set apart their mothers each Man shows besides out of his whole household one-woman whomsoever he please,"Having first set apart their mothers, each man shows besides out of his whole household one","having first set apart their mothers, each man chose besides out of his whole household one woman whomsoever he pleased;"
460,translate English to English: with the advance of microscopic Anatomy the universality of the fact itself among animals has ceased to be predicable,With the advance of microscopic anatomy the universality of the fact itself among animals,"with the advance of microscopic anatomy, the universality of the fact itself among animals has ceased to be predicable."
461,translate English to English: Fritz told him that the two small photographs were found in the pain garage,Fritz told him that the two small photographs were found in the Paine garage.,Fritz told him that the two small photographs were found in the Paine garage.
462,translate English to English: Baker quote had it in mind that the shots came from the top of this building here and quote so he ran straight to the entrance of the depository building,"Baker, quote, had it in mind that the shots came from the top of this building here","Baker, quote, had it in mind that the shots came from the top of this building here, end quote, so he ran straight to the entrance of the Depository Building."
463,translate English to English: this was verified by Admiral Berkeley the president's position who arrives at the hospital after emergency treatment was underway and concluded that quote,"This was verified by Admiral Berkeley, the President's position, who arrived at the hospital","This was verified by Admiral Burkley, the President's physician, who arrived at the hospital after emergency treatment was underway and concluded that, quote,"
464,translate English to English: on November twenty-two Oswald told Captain Fritz that he rode a bus to a stop near his home and then walked to his rooming house,On November 22 Oswald told Captain Fritz that he rode a bus to ,"On November 22, Oswald told Captain Fritz that he rode a bus to a stop near his home and then walked to his roominghouse."
465,translate English to English: when asked whether Mr Johnson she said quote yes no,"When asked whether Mr. Johnson said, quote, Yes, no.","When asked later whether it might have been Mr. Johnson, she said, quote, Yes, no."
466,translate English to English: as indeed she must be according to the derivation Siri,"As indeed she must be, according to the derivation Sirius,","as, indeed, she must be according to the derivation theory."
467,translate English to English: running a great risk of Discovery as he passed by a lot of work minute Tyler's manufactory in Warwick Square which had formerly been the College of Physicians,running a great risk of discovery as he passed by a lot of work at Tyler,"running a great risk of discovery as he passed by a lot of workmen at Tyler's manufactory in Warwick Square, which had formerly been the College of Physicians."
468,translate English to English: neglect of prison reform in those days was not to be visited upon the legislature,The neglect of prison reform in those days was not to be visited upon the legislature.,The neglect of prison reform in those days was not to be visited upon the legislature.
469,translate English to English: Chronicles of nougat Vol 2 Section 11 executions part 1,"The Chronicles of Newgate, Vol. 2. The Chronicles of Newgate, Vol.","The Chronicles of Newgate, Volume 2. By Arthur Griffiths. Section 11: Executions, part one."
470,translate English to English: misdemeanors have found their way into Newgate and within the last few years one offender against the Privileges of the House of Commons,"Misdemeanors have found their way into Newgate, and within the last few","misdemeanants have found their way into Newgate, and within the last few years one offender against the privileges of the House of Commons."
471,translate English to English: a little later the corded self-admitted,"A little later the corded self-admitted,",But a little later the Court itself admitted
472,translate English to English: sometimes it depends upon what paper you read and what broadcast you here,Sometimes it depends upon what paper you read and what broadcast you here.,Sometimes it depends upon what paper you read and what broadcast you hear.
473,translate English to English: to resist the Persian assault,to resist the Persian assault.,"While the Babylonians, crowding to the walls, did their best to resist the Persian assault,"
474,translate English to English: Brennan had seen Oswald's picture on television that affected his identification quote is something I do not know,"Brennan had seen Oswald's picture on television that affected his identification, quote,","Brennan had seen Oswald's picture on television, and he told the Commission that whether this affected his identification, quote, is something I do not know."
475,translate English to English: let him to think seriously of trying his Fortunes in another lad,let him to think seriously of trying his fortunes in another lad.,led him to think seriously of trying his fortunes in another land.
476,translate English to English: I want as all Americans want an independent Judiciary as proposed by the framers of the Constitution,"I want, as all Americans want, an independent judiciary, as proposed by the framer",I want -- as all Americans want -- an independent judiciary as proposed by the framers of the Constitution.
477,translate English to English: that I will appoint justices who will act as justices and legislators,that I will appoint justices who will act as justices and legislators.,that I will appoint justices who will act as justices and not as legislators
478,translate English to English: describe roaches in the manner customary for the scribes of those days to write of their Royal Masters,describe roaches in the manner customary for the scribes of those days to,but his scribe wrote it in the manner customary for the scribes of those days to write of their royal masters.
479,translate English to English: members of the immediate the president the president elect or the vice president,"members of the immediate, the President, the President elect, or the Vice President.","members of the immediate family of the President, the President-Elect or the Vice-President"
480,translate English to English: at about 1:16 p.m. a Dallas police officer JD tippit was shot less than 1 mile from Oswald's rooming house,"At about 1:16 p.m. a Dallas police officer, J. D.","At about 1:16 p.m., a Dallas police officer, J. D. Tippit, was shot less than 1 mile from Oswald's roominghouse."
481,translate English to English: commanded him Cyrus,commanded him Cyrus.,"commanded him (Cyrus) to go forth to his city Babylon, and he went by his side as a friend and companion."
482,translate English to English: the Office of Naval intelligence the FBI and the CIA the information known to the FBI is summarized,"The Office of Naval Intelligence, the FBI and the CIA, the information known to","the Office of Naval Intelligence, the FBI and the CIA. The information known to the FBI is summarized below."
483,translate English to English: which occurred eight days after Oswald wrote the above letter to V T lie,which occurred eight days after Oswald wrote the above letter to V. T. Lee,which occurred 8 days after Oswald wrote the above letter to V. T. Lee.
484,translate English to English: 9 degrees however,"Nine degrees, however,","By degrees, however,"
485,translate English to English: even so severe critic as Mister Wakefield state that are stranger to the scene,Even so severe critics as Mr. Wakefield state that are stranger to the scene,"Even so severe a critic as Mr. Wakefield states that ""a stranger to the scene"
486,translate English to English: and eventually launched in Bethlehem hospital where she died after 40 years detention at the advanced age of 100,"and eventually launched in Bethlehem Hospital, where she died after forty years' detention at","and eventually lodged in Bethlehem Hospital, where she died after forty years' detention, at the advanced age of one hundred."
487,translate English to English: running in a line from the wound in the rear of the president's head toward the front part of the skull,running in a line from the wound in the rear of the President's head toward the,"running in a line from the wound in the rear of the President's head toward the front part of the skull,"
488,translate English to English: there was still untoward accidents occasionally and executions and even the chief practitioner of recent times cow crafts,"There was still untoward accidents, occasionally, and executions, and even the chief practitioner","There were still untoward accidents occasionally at executions, and even the chief practitioner of recent times, Calcraft,"
489,translate English to English: yes he must have entered the best of you'll door before truly reach the top of the stairwell since truly did not see him,"Yes, he must have entered the best of you'll door before truly reached the top","Yet he must have entered the vestibule door before Truly reached the top of the stairwell, since Truly did not see him."
490,translate English to English: County Prison adjoining the Metropolis the separation between the male and female quarters was supposed to be accomplished by the erection of an iron railing,In a county prison adjoining the metropolis the separation between the male and female quarters,"In a county prison adjoining the metropolis, the separation between the male and female quarters was supposed to be accomplished by the erection of an iron railing;"
491,translate English to English: Shopkins flutter upward he was not certain quote but I'm pretty sure they came from the building right on the northwest corner and quote,"The shopkins flutter upward. He was not certain, quote, but I am pretty","He saw pigeons flutter upward. He was not certain, quote, but I am pretty sure they came from the building right on the northwest corner, end quote."
492,translate English to English: we happier the direct absorption into the body proper of foodstuffs precisely as the animal takes in water and oxygen,"We happier the direct absorption into the body proper of foodstuffs, precisely as the",We have here the direct absorption into the body proper of food-stuffs precisely as the animal takes in water and oxygen.
493,translate English to English: it was the strongest circumstantial evidence which had ever been brought forward in a murder case,It was the strongest circumstantial evidence which had ever been brought forward in a murder case,it was the strongest circumstantial evidence which had ever been brought forward in a murder case.
494,translate English to English: this motivated to join the Marines in large part by a desire quote to get from out and under the Yoke of Oppression from my mother and quote,"This motivated to join the Marines in large part by a desire, quote, to get","Oswald was motivated to join the Marines in large part by a desire, quote, to get from out and under the yoke of oppression from my mother, end quote."
495,translate English to English: by-and-by when is scape seemed hopeless and after sentence he suddenly degenerated into the lowest stamp of criminal,"By and by, when a scape seemed hopeless, and after sentence he suddenly","By-and-by, when escape seemed hopeless, and after sentence, he suddenly degenerated into the lowest stamp of criminal,"
496,translate English to English: great principles of classification,Great principles of classification.,"The great principles of classification, cleanliness, and employment were closely observed."
497,translate English to English: it is difficult for a person who does not do ships to tell how it will finally look when it is sailing the high seas,It is difficult for a person who does not do ships to tell how it will finally look,it is difficult for a person who does not know ships to tell how it will finally look when it is sailing the high seas.
498,translate English to English: the 8-quart above enumerated supplied with water,The eight-quart above enumerated supplied with water,The eight courts above enumerated were well supplied with water;
