,input,output,label
227,translate English to English: forty five caliber pistol and twelve gauge Riot gun.,45-caliber pistol and 12 gauge roat gun.,".45 caliber pistol, and 12-gauge riot gun."
228,translate English to English: they viewed him with some suspicion As one of whom they knew nothing.,"They viewed him with some suspicion, as one of whom they knew nothing.","They viewed him with some suspicion, as one of whom they knew nothing."
229,translate English to English: many animals of even complex structure which live parasitic within others are wholly devoid of an elementary cavity.,many animals of even complex structure which live parasitic within others are wholly devoid of an,Many animals of even complex structure which live parasitically within others are wholly devoid of an alimentary cavity.
230,translate English to English: extended at full length on an inclined platform,"extended at full length on an inclined platform,",extended at full length on an inclined platform
231,translate English to English: he married again and came to London where he soon became notorious as a reckless gambler and a politician holding the most extreme views.,"He married again, and came to London, where he soon became notorious as a reckless","He married again and came to London, where he soon became notorious as a reckless gambler and a politician holding the most extreme views."
232,"translate English to English: requesting information on how to subscribe to Russian newspapers and magazines and asked for quote,","requesting information on how to subscribe to Russian newspapers and magazines, and asked for, quote,","requesting information on how to subscribe to Russian newspapers and magazines and asked for, quote,"
233,translate English to English: the evidence indicates that Oswald usually told his prospective employers and employment counselors that he had recently been discharged from the marine corps,The evidence indicates that Oswald usually told his prospective employers and employment counselors that he,the evidence indicates that Oswald usually told his prospective employers and employment counselors that he had recently been discharged from the Marine Corps.
234,"translate English to English: lee became very irritable, and sometimes, some completely trivial thing would drive him into a rage","Lee became very irritable, and sometimes some completely trivial thing would drive him into ","Lee became very irritable, and sometimes some completely trivial thing would drive him into a rage."
235,translate English to English: accepted the responsibility for that decision himself and signed his mother's name to all his own excuses and report cards.,"He accepted the responsibility for that decision himself, and signed his mother's name to all his",he accepted the responsibility for that decision himself and signed his mother's name to all his own excuses and report cards.
236,"translate English to English: three, firearm identification of the bullet found in Walker home and four","(3) firearm identification of the bullet found in Walker's home, and (4)","(3) firearm identification of the bullet found in Walker's home, and (4)"
237,translate English to English: to the bitter destruction of all and everything. I am quite sure these people must hate not only the government,to the bitter destruction of all and everything. I am quite sure these people must hate not only,to the bitter destruction of all and everything. I am quite sure these people must hate not only the government
238,"translate English to English: then accompanied by a lady, not missus Rob, he took steam and started for Copenhagen.","Then accompanied by a lady, not Mrs. Robson, he took steam","then, accompanied by a lady, not Mrs. Robson, he took steamer and started for Copenhagen."
239,"translate English to English: and her positive identification of oswald at a police lineup, the commission considers her testimony reliable.","and her positive identification of Oswald at a police lineup, the Commission considers her","and her positive identification of Oswald at a police lineup, the Commission considers her testimony reliable."
240,"translate English to English: and d deprivation, lack of affection, absence of family life and rejection by a self involved and conflicted mother","and deprivation, lack of affection, absence of family life, and rejection by ","and deprivation, lack of affection, absence of family life and rejection by a self involved and conflicted mother."
241,"translate English to English: at the first, the boxes were imp. Opened and found to contain many of O'connor effects.","At the first the boxes were immured, opened, and found to contain","At the first the boxes were impounded, opened, and found to contain many of O'Connor's effects."
242,"translate English to English: about two blocks later, a woman asked to get off to make a one o'clock train at Union station",About 2 blocks later a woman asked to get off to make a one-o',"About two blocks later, a woman asked to get off to make a 1 o'clock train at Union Station"
243,translate English to English: he went from New gate first to Bethlehem from which he was removed to broad more on the opening of the great criminal luna asylum at that place.,"He went from Newgate first to Bethlehem, from which he was removed to broad","He went from Newgate first to Bethlehem, from which he was removed to Broadmoor on the opening of the great criminal lunatic asylum at that place."
244,"translate English to English: is shooting at con rather than president Kennedy and, quote,","is shooting at Connally rather than President Kennedy, end quote.","was shooting at Connally rather than President Kennedy, end quote."
245,translate English to English: is not consistent with the standards which the responsibilities of the secret service require it to meet,It is not consistent with the standards which the responsibilities of the Secret Service require it to meet,is not consistent with the standards which the responsibilities of the Secret Service require it to meet.
246,"translate English to English: it was also at least in part, because his wife did not want to live there with him.",It was also at least in part because his wife did not want to live there with him.,"but it was also, at least in part, because his wife did not want to live there with him."
247,"translate English to English: a square enclosure two fur lungs each way with gates of solid brass, which was also remaining in my time.","a square enclosure two furthest lungs each way, with gates of solid brass which","a square enclosure two furlongs each way, with gates of solid brass; which was also remaining in my time."
248,translate English to English: He also studied Dallas bus schedules to prepare for his later use of buses to travel to and from general Walker house.,He also studied Dallas bus schedules to prepare for his later use of buses to travel to and,He also studied Dallas bus schedules to prepare for his later use of buses to travel to and from General Walker's house.
249,translate English to English: he shouldn't come every week that perhaps it's not convenient for ruth that the whole family be there live there. End quote.,"He shouldn't come every week, that perhaps it's not convenient for Ruth that the","that he shouldn't come every week, that perhaps it is not convenient for Ruth that the whole family be there, live there, end quote."
250,"translate English to English: the Fbi had been interested in him to some degree at least since the time of his defect in October nineteen fifty nine,","The FBI had been interested in him to some degree, at least since the time of his de","The FBI had been interested in him, to some degree at least, since the time of his defection in October 1959."
251,"translate English to English: with five lands and groups and a right twist, which were the r characteristics of the revolver taken from Oswald.","with five lands and groups, and a right twist which were the rifling",with five lands and grooves and a right twist which were the rifling characteristics of the revolver taken from Oswald.
252,translate English to English: by their presence and their pious dis efforts to rest retrain the dis manners in vicious language of the unhappy and d deprived inmates.,by their presence and their pious disbelief efforts to restrain the disbe,"by their presence and their pious, disinterested efforts, to restrain the dissolute manners and vicious language of the unhappy and depraved inmates."
253,"translate English to English: city stands on a broad plane and is an exact square, a hundred and twenty fur lungs in length each way.","The city stands on a broad plane and is an exact square, a hundred and twenty","The city stands on a broad plain, and is an exact square, a hundred and twenty furlongs in length each way,"
254,"translate English to English: so good a man had really been for years, a sw and a rogue",So good a man had really been for years a swindler and a,that so good a man had really been for years a swindler and a rogue.
255,"translate English to English: of a combination of oswald known marxist sympathies, and George or wills book nineteen eighty four, one of Oswald favorite books,",of a combination of Oswald's known Marxist sympathies and George Or,"out of a combination of Oswald's known Marxist sympathies and George Orwell's book ""1984,"" one of Oswald's favorite books"
256,translate English to English: Persons were still living in eighteen fifty five who had witnessed dissection at Hicks hall and,"Persons were still living in 1855, who had witnessed dissection at Hicks Hall","Persons were still living in 1855 who had witnessed dissections at Hicks' Hall, and"
257,translate English to English: recognition that the responsibility must be shared increases the likelihood that it will be met.,Recognizing that the responsibility must be shared increases the likelihood that it will be met.,Recognition that the responsibility must be shared increases the likelihood that it will be met.
258,translate English to English: varied so considerably in the several documents he left behind that too much reliance cannot be placed upon his confession.,varied so considerably in the several documents he left behind that too much reliance cannot be placed,"varied so considerably in the several documents he left behind, that too much reliance cannot be placed upon his confession."
259,translate English to English: it must have appeared to him that he was unable to command even the attention of his family.,It must have appeared to him that he was unable to command even the attention of his,it must have appeared to him that he was unable to command even the attention of his family.
260,"translate English to English: or arr to an asylum, and the secretary of state had the same power as regards any who became insane while undergoing sentence.","or arrear to an asylum, and the Secretary of State had the same power as regards","or arraignment, to an asylum, and the Secretary of State had the same power as regards any who became insane while undergoing sentence."
261,"translate English to English: there was no separation even for the women under sentence of death, who lived in a common and perpetually crowded ward","There was no separation even for the women under sentence of death, who lived in a common","There was no separation even for the women under sentence of death, who lived in a common and perpetually crowded ward."
262,translate English to English: about persons other than those who were obvious threats to the president.,about persons other than those who were obvious threats to the President.,about persons other than those who were obvious threats to the President.
263,translate English to English: he whispered in the ear of the German pastor who attended him on the scaffold,"He whispered in the ear of the German pastor who attended him on the scaffold,","he whispered in the ear of the German pastor who attended him on the scaffold,"
264,translate English to English: to assist in its protection functions.,to assist in its protection functions.,to assist in its protection functions.
265,translate English to English: Webster devices for disposing of the body of her victim will call to mind those of theodore guard dell.,Webster's devices for disposing of the body of her victim will call to mind those,"Webster's devices for disposing of the body of her victim will call to mind those of Theodore Gardelle,"
266,"translate English to English: went on a pace. And by the end of the sixteenth century, there was no really beautiful printing done.","went on a pace, and by the end of the sixteenth century there was no really",went on apace; and by the end of the sixteenth century there was no really beautiful printing done:
267,translate English to English: nor did P develop any additional information between November twelve when loss left Washington and November twenty two.,"Nor did PRS develop any additional information between November 12, when loss left Washington and November 22,","nor did PRS develop any additional information between November 12, when Lawson left Washington, and November 22."
268,translate English to English: rest of the crew were also permitted to embark except the china. One of whom was thrown into the water and drowned,"The rest of the crew were also permitted to embark except the china, one of whom was ","The rest of the crew were also permitted to embark, except the Chinamen, one of whom was thrown into the water and drowned,"
269,"translate English to English: and its must needs vary according to the nature of the element and the operations, which it has to undergo",and its must-behaves vary according to the nature of the element and the operations which,and its appurtenances must needs vary according to the nature of the aliment and the operations which it has to undergo
270,translate English to English: truly estimated that he gave this information to Fritz about fifteen or twenty minutes after the shots.,Truly estimated that he gave this information to Fritz about 15 or 20 minutes after the shots,"Truly estimated that he gave this information to Fritz about 15 or 20 minutes after the shots,"
271,translate English to English: handed a shi to the escort water to provide her with a hack knee coach. But this pocket the cash and obliged the woman to walk,He handed a shilling to the escort water to provide her with,"who handed a shilling to the escort warder to provide her with a hackney coach; but this functionary pocketed the cash, and obliged the woman to walk"
272,"translate English to English: the few of the more important city or burrow prisons, these acts more especially applied.",In the few of the more important city or borough prisons these acts more especially applied.,"with a few of the more important city or borough prisons, these acts more especially applied."
273,translate English to English: an attempt to have this discharge reversed,"In an attempt to have this discharge reversed,","In an attempt to have this discharge reversed,"
274,"translate English to English: a sheriff shutter. Their in friends crane forward, the keeper frown on the excited congregation","The sheriffs' shutters, their inmates crane forward, the keeper frown","The sheriffs shudder, their inquisitive friends crane forward, the keeper frowns on the excited congregation,"
275,translate English to English: that plan has two chief purposes.,that plan has two chief purposes:,That plan has two chief purposes.
276,"translate English to English: The essential character of vegetable life is the exhalation of oxygen, which is affected through the agency of light.",The essential character of vegetable life is the exhalation of oxygen which is effected through,"The essential character of vegetable life is the exhalation of oxygen, which is effected through the agency of light."
277,translate English to English: taken from oswald,taken from Oswald,taken from Oswald.
278,translate English to English: went to the police in great fury and distress and disclosed all she knew of the affair.,"went to the police in great fury and distress, and disclosed all she knew of the affair","went to the police in great fury and distress, and disclosed all she knew of the affair."
279,"translate English to English: eighteen twenty seven, the society was compelled to report that no material change had taken place in new gate since the passing of the prison laws.",In 1827 the Society was compelled to report that no material change had taken place in,"In 1827 the Society was compelled to report that ""no material change had taken place in Newgate since the passing of the prison laws,"
280,"translate English to English: even if the manpower and technological resources of the secret service are adequately augmented,","Even if the manpower and technological resources of the Secret Service are adequately augmented,","Even if the manpower and technological resources of the Secret Service are adequately augmented,"
281,translate English to English: an anti castro organization had maintained offices there for a period ending early in nineteen sixty two.,An anti-Castro organization had maintained offices there for a period ending early in 1962,that an anti-Castro organization had maintained offices there for a period ending early in 1962.
282,"translate English to English: in Dallas, one of the nine agents was assigned to assist security measures at Love field and forehead had protective assignments at the trade","In Dallas one of the nine agents was assigned to assist security measures at Love Field and forehead,","In Dallas, one of the nine agents was assigned to assist in security measures at Love Field, and four had protective assignments at the Trade Mart."
283,"translate English to English: fibers on rifle,",Fibers on Rifle,Fibers on Rifle
284,translate English to English: or make independent arm upon the desire or prejudice of any individual justice.,or make independent arm upon the desire or prejudice of any individual justice.,or make independent on upon the desire or prejudice of any individual justice?
285,"translate English to English: this was affected by stopping the nearly ind admission of visitors, which had hit two prevailed all over the jail.","This was effected by stopping the nearly indifferenced admission of visitors, which","This was effected by stopping the nearly indiscriminate admission of visitors, which had hitherto prevailed all over the jail."
286,translate English to English: based on other evidence to have fired the shots from the window.,based on other evidence to have fired the shots from the window.,"based on other evidence, to have fired the shots from the window."
287,"translate English to English: after entering the car, frazier glanced over his shoulder and noticed a brown paper package on the back seat.",After entering the car Frazier glanced over his shoulder and noticed a brown paper package on,"After entering the car, Frazier glanced over his shoulder and noticed a brown paper package on the back seat."
288,translate English to English: located on the southeast corner of this intersection.,located on the southeast corner of this intersection.,located on the southeast corner of this intersection.
289,translate English to English: he cast hebrew lads into a fiery furnace and into the lion's.,He cast hebbly lads into a fiery furnace and into the,"how he cast Hebrew lads into a fiery furnace and into the lions' den,"
290,"translate English to English: one of Alexander's generals who for a time made it his home, but he was a Greek and cared little for things babylon.","one of Alexander's generals, who for a time made it his home, but","one of Alexander's generals, who for a time made it his home, but he was a Greek and cared little for things Babylonian."
291,"translate English to English: published some six and thirty years after the prom propagation of this act, the flag and persistent violations of it and others",published some six and thirty years after the promulgation of this Act the flag and persistent,"published some six-and-thirty years after the promulgation of this act, the flagrant and persistent violations of it and others"
292,"translate English to English: carr testified that, quote, there was nothing that would lead me to believe when I saw him at the age of twelve that there would be seeds of destruction for somebody.","Carro testified that, quote, there was nothing that would lead me to believe when I","Carro testified that, quote, There was nothing that would lead me to believe when I saw him at the age of 12 that them would be seeds of destruction for somebody."
293,translate English to English: charged him with the offense.,charged him with the offense.,charged him with the offense.
294,translate English to English: so that it was carried straight in parallel to his body.,so that it was carried straight in parallel to his body.,so that it was carried straight and parallel to his body.
295,"translate English to English: spirits were freely introduced, and although he had first stained,","Spirits were freely introduced, and although he had first stained,","Spirits were freely introduced, and although he at first abstained,"
296,"translate English to English: many places too, where the prisoners earned money by their work, they were granted a portion of it for their own use after proper deduction for maintenance.","In many places, too, where the prisoners earned money by their work, they were granted ","In many places too where the prisoners earned money by their work, they were granted a portion of it for their own use after proper deduction for maintenance."
297,"translate English to English: the coach immediately drove off, mister G entered the house, asked for mister Heath, was told he would find him in the back kitchen at breakfast.","When the coach immediately drove off, Mr. Gleeson entered the house, asked for","The coach immediately drove off; Mr. Gee entered the house, asked for Mr. Heath, was told he would find him in the back kitchen at breakfast."
298,"translate English to English: his evidence in eighteen fourteen, said it was more",His evidence in 1814 said it was more,"in his evidence in 1814, said it was more,"
299,translate English to English: all four bullets were fired from a weapon,"All four bullets were fired from a weapon,",All four bullets were fired from a weapon
300,translate English to English: a man pulled a gun. Missus Mark heard the three shots and saw the police fall to the ground near the left front wheel.,The man pulled a gun. Mrs. Markham heard the three shots and saw the police,The man pulled a gun. Mrs. Markham heard three shots and saw the policeman fall to the ground near the left front wheel.
301,"translate English to English: this amendment was strongly supported outside the house, and the petition in favor of its passing was presented.","This amendment was strongly supported outside the House, and the petition in favor of its passing was presented","This amendment was strongly supported outside the House, and a petition in favor of its passing was presented,"
302,translate English to English: told her sister as much when they last met.,told her sister as much when they last met.,and told her sister as much when they last met.
303,"translate English to English: reply, Arnold Johnson advised Oswald that While as an American citizen, he had a right to participate in such organizations as he wished, quote,","In reply, Arnold Johnson advised Oswald that while as an American citizen he had ","In reply Arnold Johnson advised Oswald that, while as an American citizen he had a right to participate in such organizations as he wished, quote,"
304,"translate English to English: in this way, some of the radiant and kinetic energy of the sun comes to be stored up as potential energy in the start.",In this way some of the radiant and kinetic energy of the sun comes to be stored up,In this way some of the radiant and kinetic energy of the sun comes to be stored up as potential energy in the starch.
305,"translate English to English: his own request, he was recon conveyed to Hobart town where his son had been carrying on the business,","At his own request he was reconveyed to Hobart Town, where","At his own request he was reconveyed to Hobart Town, where his son had been carrying on the business."
306,"translate English to English: that the phases of development presented by the individual organism would follow. In their main outlines, those phases of development",that the phases of development presented by the individual organism would follow. In their main outlines those,"that the phases of development presented by the individual organism would follow, in their main outlines, those phases of development"
307,"translate English to English: near it was his waterloo metal, and the above mentioned ten pound note.",Near it was his waterlood metal and the above-mentioned 10,"near it was his Waterloo medal, and the above-mentioned ten-pound note."
308,"translate English to English: our difficulty with a court today rises not from the court as an institution, but from human beings within it.","Our difficulty with a court today rises not from the court as an institution, but from",Our difficulty with the Court today rises not from the Court as an institution but from human beings within it.
309,translate English to English: in no wise distinguish from that of one of the simpler animals and,"in no wise distinction from that of one of the simpler animals,","in nowise distinguishable from that of one of the simpler animals, and"
310,"translate English to English: the appropriation of the Fbi, there has recurrent annually an item for the, quote, protection of the person of the president of the United States quote,",For the appropriation of the FBI there has recurrently annually an item for the,"In the appropriations of the FBI there has recurred annually an item for the, quote, protection of the person of the President of the United States, end quote,"
311,"translate English to English: another borough, with a population of ten thousand, the prison was of the same dimensions.","In another borough, with a population of ten thousand, the prison was of the","In another borough, with a population of ten thousand, the prison was of the same dimensions."
312,translate English to English: which he realized one hundred fifty pounds within a couple of years.,which he realized £150 within a couple of years.,at which he realized £150 within a couple of years.
313,translate English to English: the new jail had been in a great measure constructed by the prisoners themselves.,The new jail had been in a great measure constructed by the prisoners themselves.,The new jail had been in a great measure constructed by the prisoners themselves.
314,"translate English to English: the condemned sermon was preached in the prison chapel, and this was probably only that he might hear the singing of a lady with a magnificent voice.","The condemned sermon was preached in the prison chapel, and this was probably only that he","the condemned sermon was preached in the prison chapel, and this was probably only that he might hear the singing of a lady with a magnificent voice"
315,translate English to English: but these preferred tactics now may prove to be too limited in the near future.,But these preferred tactics now may prove to be too limited in the near future.,"But these preferred tactics now may prove to be too limited in the near future,"
316,"translate English to English: at one twenty four Pm, the police radio reported quote,","At 1:24 p.m. the police radio reported, quote,","At 1:24 p.m., the police radio reported, quote,"
317,"translate English to English: the prison was to contain four hundred and four prisoners, and the estimated expenditure was seventy nine thousand pounds.","The prison was to contain four hundred and four prisoners, and the estimated expenditure was £19,000.","The prison was to contain four hundred and four prisoners, and the estimated expenditure was £79,000."
318,translate English to English: He appears slightly withdrawn and in view of the lack of detail within the drawings. This may assume a more significant characteristic.,"He appears slightly withdrawn, and in view of the lack of detail within the drawings, this",He appears slightly withdrawn and in view of the lack of detail within the drawings this may assume a more significant characteristic.
319,"translate English to English: as discussed above, the bureau has attempted to meet its responsibilities in this field by spelling out in its hand book","As discussed above, the Bureau has attempted to meet its responsibilities in this field by spelling out","As discussed above, the Bureau has attempted to meet its responsibilities in this field by spelling out in its Handbook"
320,"translate English to English: he got besides, half a crown for every man he flo and an allowance to provide cats or birch rods.","He got, besides, half a crown for every man he floated, and","He got besides half-a-crown for every man he flogged, and an allowance to provide cats or birch rods."
321,"translate English to English: on arrival, Wake pretended that they had miss mister Turner and must follow him over to Friends.",On arrival Wakefield pretended that they had Miss Turner and must follow him over to Friends.,"On arrival, Wakefield pretended that they had missed Mr. Turner, and must follow him over to France."
322,translate English to English: and less narrow interpretation of their responsibilities,and less narrow interpretation of their responsibilities.,and less narrow interpretation of their responsibilities.
323,translate English to English: just as the body of a snail contracts into its shell when one of its horns is irritated.,just as the body of a snail contracts into its shell when one of its horns,"just as the body of a snail contracts into its shell when one of its ""horns"" is irritated."
324,"translate English to English: that for long, no idea of interfering with them was entertained.",that for long no idea of interfering with them was entertained.,that for long no idea of interfering with them was entertained.
325,"translate English to English: for ten days you follow down the river through little villages and black tent en, among scenes of strange arid life, which never lose their charm.","For ten days you follow down the river through little villages and black tents, among scenes","For ten days you follow down the river, through little villages and black tent encampments, among scenes of strange Arab life which never lose their charm."
326,translate English to English: this duty of seeing the country in a long range perspective,This duty of seeing the country in a long-range perspective,This duty of seeing the country in a long-range perspective
327,translate English to English: specifically made that claim when his wife refused to come to live with him in Dallas as he asked her to do on the evening of November twenty one.,"He specifically made that claim when his wife refused to come to live with him in Dallas, as","He specifically made that claim when his wife refused to come to live with him in Dallas as he asked her to do on the evening of November 21,"
328,translate English to English: her object being first to dispose of the wife of a man for whom she had conceived a guilty passion.,her object being first to dispose of the wife of a man for whom she had conceived,"her object being first to dispose of the wife of a man for whom she had conceived a guilty passion,"
329,"translate English to English: missus Campbell offered him less and there was an altercation. In the course of which, Bunch became very violent and at link,","Mrs. Campbell offered him less, and there was an altercation, in the course of","Mrs. Campbell offered him less, and there was an altercation, in the course of which Buncher became very violent, and at length,"
330,translate English to English: again at twelve forty eight Pm and again at twelve fifty five Pm.,"again at 12:48 p.m., and again at 12:55 p","again at 12:48 p.m., and again at 12:55 p.m."
331,"translate English to English: stated that at the time the president was shot, he was having lunch with junior, but he did not give jr last name.","stated that at the time the President was shot he was having lunch with Junior, but ","He stated that at the time the President was shot he was having lunch with ""Junior"" but he did not give Junior's last name."
332,"translate English to English: to that line of conduct, which is duty imposed on him.",to that line of conduct which is duty imposed on him.,to that line of conduct which his duty imposed on him
333,"translate English to English: detective Lc Graves, who had been with missus Mark before the line of","Detective L. C. Graves, who had been with Mrs. Markham before the","Detective L. C. Graves, who had been with Mrs. Markham before the lineup"
334,"translate English to English: with, he was pursued by a detective officer","With whom he was pursued by a detective officer,","Thither, he was pursued by a detective officer,"
335,translate English to English: then looked around again and saw more of this movement and so I proceeded to go to the back seat and get on top of him.,"He then looked around again and saw more of this movement, and so I proceeded to","and then looked around again and saw more of this movement, and so I proceeded to go to the back seat and get on top of him."
336,translate English to English: it was proved that missus Wilson had given missus So something peculiar to drink.,It was proved that Mrs. Wilson had given Mrs. Sorrels something peculiar to,"It was proved that Mrs. Wilson had given Mrs. Soames something peculiar to drink,"
337,translate English to English: they are essential factors in a rounded program for national recovery.,They are essential factors in a rounded program for national recovery.,They are essential factors in a rounded program for national recovery.
338,"translate English to English: these fibers were examined by Paul m S, a special agent assigned to the hair and fiber unit of the Fbi laboratory.","These fibers were examined by Paul M. Smethurst, a special agent assigned to","these fibers were examined by Paul M. Stombaugh, a special agent assigned to the Hair and Fiber Unit of the FBI Laboratory."
339,"translate English to English: looking out toward the crowd, and special agent Ke assumed his position next to the car.","looking out toward the crowd, and Special Agent Keel assumed his position next to the car","looking out toward the crowd, and Special Agent Kellerman assumed his position next to the car."
340,translate English to English: a forge has never moved.,The forgery has never moved.,The forger has never moved.
341,"translate English to English: capable or potentially an assassin of the president of the United States and quote,","capable or potentially an assassin of the President of the United States, end quote.","was capable or potentially an assassin of the President of the United States, end quote."
342,"translate English to English: one morning in May, his lords chip was found dead in his bed with his throat cut.",One morning in May his lordship chipped was found dead in his bed with his,One morning in May his lordship was found dead in his bed with his throat cut.
343,translate English to English: It is probable that new leaves and new tissues generally are always formed in part from this reserve starch,It is probable that new leaves and new tissues generally are always formed in part from this reserve star,It is probable that new leaves and new tissues generally are always formed in part from this reserve starch.
344,translate English to English: It is not he said that I am ins inc of the lament and disgraceful situation in which many of them are.,"It is not, he said, that I am insensible of the la","It is not, he said, ""that I am insensible of the lamentable and disgraceful situation in which many of them are,"
345,translate English to English: the general files of P consists of folders on individuals card index by name.,The general files of PRS consists of folders on individuals' card index by name.,"The general files of PRS consist of folders on individuals, card indexed by name."
346,"translate English to English: yet, from the ci account given by Williams after recapture, there can be little doubt that he got away as will be described.",Yet from the CIA account given by Williams after recapture there can be little doubt that ,"Yet from the circumstantial account given by Williams after recapture, there can be little doubt that he got away as will be described."
347,"translate English to English: she was killed, but in the act of falling, she forced her child into the arms of a man near her and implore him in God's name to save it.","She was killed, but in the act of falling she forced her child into the arms of ","She was killed, but in the act of falling she forced her child into the arms of a man near her, and implored him in God's name to save it;"
348,translate English to English: thus wrote c in eighteen twenty eight.,Thus wrote C. C. in 1828.,Thus wrote Cuvier in 1828.
349,"translate English to English: always wanted to play the red pieces in chess because as he said in an apparently, humorous context,","He always wanted to play the red pieces in chess because, as he said,","He always wanted to play the red pieces in chess because, as he said in an apparently humorous context,"
350,"translate English to English: that the jacket belonged to Lee Harvey Oswald, and that when he was arrested at approximately one fifty Pm, he was in shirt sleeves.",that the jacket belonged to Lee Harvey Oswald and that when he was arrested at,"that the jacket belonged to Lee Harvey Oswald, and that when he was arrested at approximately 1:50 p.m., he was in shirt sleeves."
351,"translate English to English: to conduct the wider investigative work that is required today for the security of the president,",to conduct the wider investigative work that is required today for the security of the President.,to conduct the wider investigative work that is required today for the security of the President.
352,"translate English to English: Marina had a hundred dresses given to her, and he objected to that lavish help because Marino was throwing it into his face.","Marina had a hundred dresses given to her, and he objected to that lavish","Marina had a hundred dresses given to her, and he objected to that lavish help, because Marina was throwing it into his face."
353,"translate English to English: there is, of course, no way to determine the degree to which he was committed to his plan at that time.","There is, of course, no way to determine the degree to which he was committed to","There is, of course, no way to determine the degree to which he was committed to his plan at that time."
354,"translate English to English: under these circumstances unnatural as they are, with proper management, the bean will thrust forth its radical and its plum mule","Under these circumstances unnatural as they are, with proper management the bean will thrust forth its radical","Under these circumstances, unnatural as they are, with proper management, the bean will thrust forth its radicle and its plumule;"
355,translate English to English: oswald arrest.,Oswald's arrest,Oswald's Arrest
356,"translate English to English: became involved in conflicts, some of which were fairly heated with his fellow employees.","became involved in conflicts, some of which were fairly heated with his fellow employees.","became involved in conflicts, some of which were fairly heated, with his fellow employees."
357,"translate English to English: Carrie thorn, a marine associate,","Carrie Thornley, a Marine associate,","Kerry Thornley, a marine associate,"
358,translate English to English: was a p international certificate of vaccination signed by Doctor. A j,was a PRS international certificate of vaccination signed by Dr. A. J. J.,"was a purported international certificate of vaccination signed by ""Dr. A. J. Hideel,"
359,"translate English to English: by extensive comparison in the tax and onto series, the whole vertebra structure in all its details in different animals","by extensive comparison in the taxonomy and onto series the whole vertebral structure,","By extensive comparison in the taxonomic and ontogenic series, the whole vertebrate structure in all its details in different animals"
360,"translate English to English: This acts fourth that, whereas the malignant fever commonly called the jail dis temper,","This acts, fourth, that whereas the malignant fever commonly called the jail dismay,","This act set forth that ""whereas the malignant fever commonly called the jail distemper"
361,"translate English to English: drill several finger holes in it and fill them with the melted butter, the dissolved soda, and the beaten yolk of egg.","drill several finger holes in it and fill them with the melted butter, the dissolved soda","drill several finger-holes in it and fill them with the melted butter, the dissolved soda and the beaten yolk of egg."
362,translate English to English: she had had a quarrel with her mistress and that the latter with all others who tasted the dumplings were similarly attacked although no one died.,"She had had a quarrel with her mistress, and that the latter,","that she had had a quarrel with her mistress, and that the latter with all others who tasted the dumplings were similarly attacked, although no one died."
363,translate English to English: the general solidity of a page is much to be sought for.,The general solidity of a page is much to be sought for.,The general solidity of a page is much to be sought for
364,translate English to English: recommends additional personnel and facilities to enable the secret service to expand its protection capabilities.,recommends additional personnel and facilities to enable the Secret Service to expand its protection capabilities.,which recommends additional personnel and facilities to enable the Secret Service to expand its protection capabilities.
365,"translate English to English: and by Arthur Man mandela, a fingerprint expert with the New York City police Department.","and by Arthur Manille, a fingerprint expert with the New York City Police Department.","and by Arthur Mandella, a fingerprint expert with the New York City Police Department."
366,translate English to English: nitrogen either from simple salts or from proteins and the process of nutrition is one of oxidation.,"nitrogen, either from simple salts or from proteins, and the process of nutrition is one of","nitrogen either from simple salts or from proteids, and the process of nutrition is one of oxidation."
367,translate English to English: that is not only my accusation.,That is not only my accusation.,That is not only my accusation.
368,translate English to English: eighty years of age who had spent his whole life in i other people's signatures and had acquired the most cons skill in the practice.,"eighty years of age, who had spent his whole life in Irrels'","eighty years of age, who had spent his whole life in imitating other people's signatures, and had acquired the most consummate skill in the practice."
369,"translate English to English: during the first interrogation on November twenty two, Fritz asked Oswald to account for himself at the time the president was shocked.","During the first interrogation on November 22, Fritz asked Oswald to account for himself","During the first interrogation on November 22, Fritz asked Oswald to account for himself at the time the President was shot."
370,"translate English to English: John Williams, a young fellow only twenty three years of age, a awaited execution in eighteen twenty seven for stealing in a dwelling house.","John Williams, a young fellow only 23 years of age, awaited execution in 18","John Williams, a young fellow only twenty-three years of age, awaited execution in 1827 for stealing in a dwelling-house."
371,"translate English to English: soak fist in cold water to numb the pain, then slash my left wrist. Then plunge wrist into bathtub of hot water.","soak fist in cold water to numb the pain, then slash my",Soak fist in cold water to numb the pain. Then slash my left wrist. Than plunge wrist into bathtub of hot water.
372,"translate English to English: it contained generally from six to seven hundred inmates. While another hundred more or less resided in the rules outside,","It contained generally from six to seven hundred inmates, while another hundred more or less resided","It contained generally from six to seven hundred inmates, while another hundred more or less resided in the rules outside."
373,translate English to English: special agent ready on the right front running board of the presidential follow car,Special Agent Ready on the right front running board of the Presidential follow-up car,"Special Agent Ready, on the right front running board of the Presidential follow-up car,"
