,input,output,label
216,merge sentence1: he had come back to Dallas hosty had established that he had a job he was working sentence2: He had come back to Dallas. sentence3: he had come back to Dallas. H had established that he had a job. He was working.,He had come back to Dallas. Hosty had established that he had a,"He had come back to Dallas. Hosty had established that he had a job, he was working,"
217,"merge sentence1: can you said quote I told them that was him right there I pointed him out right there and quote sentence2: Can you said quote I told them that was him right there i pointed him out right there end quote sentence3: in said, quote, I told them that was him right there. I pointed him out right there end, quote,","In said, quote, I told them that was him right there. I pointed him out right","Guinyard said, quote, I told them that was him right there. I pointed him out right there, end quote."
218,merge sentence1: since it was unnecessary and therefore is absent in the more simple animals sentence2: Since it was unnecessary and therefore is absent in the more simple animals sentence3: since it was unnecessary and therefore is absent in the more simple animals.,"since it was unnecessary, and therefore is absent in the more simple animals.","since it was unnecessary, and therefore is absent, in the more simple animals."
219,merge sentence1: even after Williams had got out persons were disposed to disbelieve that the Escape had been accomplished in the manner indicating sentence2: Even after Williams had got out sentence3: even after Williams had got out. Persons were disposed to believe that the escape had been accomplished in the manner indicated.,"Even after Williams had got out, persons were disposed to disbelieve that the escape had been","Even after Williams had got out, persons were disposed to disbelieve that the escape had been accomplished in the manner indicated;"
220,merge sentence1: the fall of Babylon with its lofty walls was a most important event in the history of the ancient world sentence2: The fall of Babylon with its lofty walls was the most important event in the history of the ancient world sentence3: the fall of Babylon with its lofty walls was a most important event in the history of the ancient world.,The fall of Babylon with its lofty walls was a most important event in the history of,The fall of Babylon with its lofty walls was a most important event in the history of the ancient world.
221,"merge sentence1: a high wall 15 ft in height divided the females Courtyard from the men's sentence2: A high wall 15 feet in height sentence3: a high wall fifteen feet in height, divided the female females courtyard from the men's.","A high wall, fifteen feet in height, divided the female female's courtyard from the men",A high wall fifteen feet in height divided the females' court-yard from the men's.
222,merge sentence1: at any time while in travel status sentence2: At any time while in travel status sentence3: at any time while in travel status.,at any time while in travel status.,at any time while in travel status.
223,merge sentence1: turning two more fundamental resemblance has such as the wing of a bat and the wing of a bird sentence2: Turning to more fundamental resemblances such as the wing of a bat and the wing of a bird sentence3: turning to more fundamental resemblance such as the wing of a bat and the wing of a bird,"turning to more fundamental resemblances, such as the wing of a","Turning to more fundamental resemblances, such as the wing of a bat and the wing of a bird,"
224,"merge sentence1: in the event of War would kill any American Uniform on in defense of the American government any American sentence2: In the event of war sentence3: in the event of war, I would kill any American who put a uniform on in defense of the American government, any American.",In the event of war would kill any American who put a uniform on in defense of the,In the event of war I would kill any American who put a uniform on in defense of the American government -- any American.
225,"merge sentence1: 9 agents who are off duty went to the nearby Fort Worth Press Club at midnight or slightly thereafter expecting to obtain food sentence2: Nine agents who are off duty went to the nearby fort worth press club at midnight or slightly thereafter expecting to obtain food sentence3: nine agents who were off duty went to the nearby Fort worth press club at midnight or slightly thereafter, expecting to obtain food,",Nine agents who were off duty went to the nearby Fort Worth press club at midnight or slightly thereafter,"nine agents who were off duty went to the nearby Fort Worth Press Club at midnight or slightly thereafter, expecting to obtain food;"
226,merge sentence1: now pretended that Mr Turner was also on his way to the Border pursued by Sheriff's officers sentence2: Now pretended that Mister Turner was also on his way to the border pursued by sheriff's officers sentence3: now pretended that mister Turner was also on his way to the border pursued by sheriff's officers.,"now pretended that Mr. Turner was also on his way to the border, pursued by","He now pretended that Mr. Turner was also on his way to the border, pursued by sheriffs' officers."
227,merge sentence1: 45 caliber pistol and 12 gauge Riot gun sentence2: 45 caliber pistol and 12 gauge riot gun sentence3: forty five caliber pistol and twelve gauge Riot gun.,forty-five caliber pistol and twelve gauge riot gun.,".45 caliber pistol, and 12-gauge riot gun."
228,merge sentence1: they viewed him with some suspicion as one of whom sentence2: They viewed him with some suspicion. sentence3: they viewed him with some suspicion As one of whom they knew nothing.,"They viewed him with some suspicion, as one of whom they knew nothing.","They viewed him with some suspicion, as one of whom they knew nothing."
229,merge sentence1: many animals of even complex structure which lifts parasitically within others are wholly devoid of an alimentary cavity sentence2: Many animals of even complex structure which live parasitically within others are holy devoid of an elementary cavity sentence3: many animals of even complex structure which live parasitic within others are wholly devoid of an elementary cavity.,"Many animals of even complex structure which live, parasitically, within others are wholly devoid",Many animals of even complex structure which live parasitically within others are wholly devoid of an alimentary cavity.
230,merge sentence1: send it at full length on an inclined platform sentence2: Extended at full length on an inclined platform sentence3: extended at full length on an inclined platform,"extended at full length on an inclined platform,",extended at full length on an inclined platform
231,merge sentence1: married again and she came to London where he soon became torious as a reckless Gambler and a politician holding the most extreme views sentence2: Hey Mary again and came to London where he soon became notorious as a reckless gambler and a politician holding the most extreme views sentence3: he married again and came to London where he soon became notorious as a reckless gambler and a politician holding the most extreme views.,"He married again, and came to London, where he soon became notorious as a reckless","He married again and came to London, where he soon became notorious as a reckless gambler and a politician holding the most extreme views."
232,"merge sentence1: requesting information on how to subscribe to Russian newspapers and magazines and asked for quote sentence2: Requesting information on how to subscribe to Russian newspapers in magazines and ask for quote sentence3: requesting information on how to subscribe to Russian newspapers and magazines and asked for quote,","requesting information on how to subscribe to Russian newspapers and magazines and asked for, quote,","requesting information on how to subscribe to Russian newspapers and magazines and asked for, quote,"
233,merge sentence1: the evidence indicates usually told his prospective employers and employment counselors that he had recently been discharged from the Marine Corps sentence2: The evidence indicates that Oswald usually told his perspective employers and employment counselors that he had recently been discharged from the marine corp sentence3: the evidence indicates that Oswald usually told his prospective employers and employment counselors that he had recently been discharged from the marine corps,The evidence indicates that Oswald usually told his prospective employers and employment counselors that he,the evidence indicates that Oswald usually told his prospective employers and employment counselors that he had recently been discharged from the Marine Corps.
234,"merge sentence1: we became very irritable and sometimes some completely trivial thing would drive him into a rage sentence2: Lee became very irritable and sometimes some completely trivial thing would drive him into a rage sentence3: lee became very irritable, and sometimes, some completely trivial thing would drive him into a rage","Lee became very irritable, and sometimes some completely trivial thing would drive him into ","Lee became very irritable, and sometimes some completely trivial thing would drive him into a rage."
235,merge sentence1: he accepted the responsibility for that decision himself and signed his mother's name to all his own excuses and report cards sentence2: He accepted the responsibility for that decision himself sentence3: accepted the responsibility for that decision himself and signed his mother's name to all his own excuses and report cards.,"he accepted the responsibility for that decision himself, and signed his mother's name to all",he accepted the responsibility for that decision himself and signed his mother's name to all his own excuses and report cards.
236,"merge sentence1: three firearm identification of the bullet found in Walker's home and four sentence2: Firearm identification of the bullet found in Walker's home and four sentence3: three, firearm identification of the bullet found in Walker home and four",(3) firearm identification of the bullet found in Walker's home and (4),"(3) firearm identification of the bullet found in Walker's home, and (4)"
237,merge sentence1: to the bitter destruction of all and everything I am quite sure these people must hate not only the government sentence2: To the better destruction of all and everything sentence3: to the bitter destruction of all and everything. I am quite sure these people must hate not only the government,to the bitter destruction of all and everything. I am quite sure these people must hate not only,to the bitter destruction of all and everything. I am quite sure these people must hate not only the government
238,"merge sentence1: then accompanied by a lady not mrs. Robson he took steamer and started for Copenhagen sentence2: Then accompanied by a lady not missus Robson he took steamer and started for copenhagen sentence3: then accompanied by a lady, not missus Rob, he took steam and started for Copenhagen.","Then, accompanied by a lady not Mrs. Robson, he took steam","then, accompanied by a lady, not Mrs. Robson, he took steamer and started for Copenhagen."
239,"merge sentence1: a positive identification of Oswald at a police lineup the commission considers her testimony reliable sentence2: And her positive identification of Oswald at a police lineup the commission considers her testimony reliable sentence3: and her positive identification of oswald at a police lineup, the commission considers her testimony reliable.","and her positive identification of Oswald at a police lineup, the Commission considers her","and her positive identification of Oswald at a police lineup, the Commission considers her testimony reliable."
240,"merge sentence1: and deprivation lack of affection absence of family life and rejection by a self-involved and conflicted mother sentence2: And deprivation sentence3: and d deprivation, lack of affection, absence of family life and rejection by a self involved and conflicted mother","and deprivation, lack of affection, absence of family life, and rejection by ","and deprivation, lack of affection, absence of family life and rejection by a self involved and conflicted mother."
241,"merge sentence1: at the first the boxes were impounded opened and found to contain many of O'Connor's effects sentence2: At the first the boxes were impounded opened and found to contain many of O'Connor's effects sentence3: at the first, the boxes were imp. Opened and found to contain many of O'connor effects.","At the first the boxes were impounded opened, and found to contain many of O'Connor","At the first the boxes were impounded, opened, and found to contain many of O'Connor's effects."
242,"merge sentence1: about two blocks later a woman asked to get off to make A1 train at Union Station sentence2: About two blocks later a woman asked to get off to make a 1 o'clock train at Union Station sentence3: about two blocks later, a woman asked to get off to make a one o'clock train at Union station",About two blocks later a woman asked to get off to make a 1 o',"About two blocks later, a woman asked to get off to make a 1 o'clock train at Union Station"
243,merge sentence1: he went from Newgate first to Bethlehem from which he was removed to Broadmoor on the opening of the great criminal Lunatic Asylum at that place sentence2: He went from Newgate first to Bethlehem from which he was removed to Broadmoor on the opening of the Great Criminal Lunatic Asylum at that place sentence3: he went from New gate first to Bethlehem from which he was removed to broad more on the opening of the great criminal luna asylum at that place.,"He went from Newgate first to Bethlehem, from which he was removed to Broad","He went from Newgate first to Bethlehem, from which he was removed to Broadmoor on the opening of the great criminal lunatic asylum at that place."
244,"merge sentence1: was shooting at Connally rather than President Kennedy and quote sentence2: Was shooting at Connolly rather than President Kennedy and quote sentence3: is shooting at con rather than president Kennedy and, quote,","was shooting at Connally rather than President Kennedy, end quote.","was shooting at Connally rather than President Kennedy, end quote."
245,merge sentence1: is not consistent with the standards which the responsibilities of the Secret Service require it to me sentence2: Is not consistent with the standards which the responsibilities of the secret service require it to meet sentence3: is not consistent with the standards which the responsibilities of the secret service require it to meet,is not consistent with the standards which the responsibilities of the Secret Service require it to meet,is not consistent with the standards which the responsibilities of the Secret Service require it to meet.
246,"merge sentence1: but it was also at least in part because his wife did not want to live there with him sentence2: But it was also at least in part sentence3: it was also at least in part, because his wife did not want to live there with him.","But it was also, at least in part, because his wife did not want to live there","but it was also, at least in part, because his wife did not want to live there with him."
247,"merge sentence1: a square enclosure two furlongs each way with Gates of solid brass which was also remaining in my time sentence2: A square enclosure two for longs each way with gates of solid brass which was also remaining in my time sentence3: a square enclosure two fur lungs each way with gates of solid brass, which was also remaining in my time.","a square enclosure two furlongs each way, with gates of solid brass which was also","a square enclosure two furlongs each way, with gates of solid brass; which was also remaining in my time."
248,merge sentence1: he also studied Dallas bus schedule to prepare for his later use of buses to travel to and from General Walker's house sentence2: He also studied Dallas bus schedules to prepare for his later use of buses to travel to and from general walker's house sentence3: He also studied Dallas bus schedules to prepare for his later use of buses to travel to and from general Walker house.,He also studied Dallas bus schedules to prepare for his later use of buses to travel to and,He also studied Dallas bus schedules to prepare for his later use of buses to travel to and from General Walker's house.
249,merge sentence1: but he shouldn't come every week that perhaps it's not convenient for roof that the whole family be there live there and quote sentence2: That he shouldn't come every week that perhaps it's not convenient for Ruth that the whole family be there live there end quote sentence3: he shouldn't come every week that perhaps it's not convenient for ruth that the whole family be there live there. End quote.,"but he shouldn't come every week, that perhaps it's not convenient for Ruth","that he shouldn't come every week, that perhaps it is not convenient for Ruth that the whole family be there, live there, end quote."
250,"merge sentence1: the FBI had been interested in him to some degree at least since the time of his defection in October 1959 sentence2: The FBI had been interested in him to some degree at least sentence3: the Fbi had been interested in him to some degree at least since the time of his defect in October nineteen fifty nine,",The FBI had been interested in him to some degree at least since the time of his defection,"The FBI had been interested in him, to some degree at least, since the time of his defection in October 1959."
251,"merge sentence1: 5 Lands and grooves and a right twist which were the rifling characteristics of the revolver taken from Oswald sentence2: With five lands and groups and a right twist which were the rifling characteristics of the revolver taken from Oswald sentence3: with five lands and groups and a right twist, which were the r characteristics of the revolver taken from Oswald.","with five lands and groups, and a right twist, which were the rif",with five lands and grooves and a right twist which were the rifling characteristics of the revolver taken from Oswald.
252,merge sentence1: by their presence and their Partners disinterested efforts to restrain the dissolute manners and vicious language of the unhappy and depraved inmates sentence2: By their presence and their pious disinterested efforts to restrain the dissolute manners and vicious language of the unhappy and depraved inmates sentence3: by their presence and their pious dis efforts to rest retrain the dis manners in vicious language of the unhappy and d deprived inmates.,by their presence and their pious disinterested efforts to restrain the dissol,"by their presence and their pious, disinterested efforts, to restrain the dissolute manners and vicious language of the unhappy and depraved inmates."
253,"merge sentence1: the city stands on a broad plain and is an exact Square 120 furlongs in length each way sentence2: City stands on a broad plane and is an exact square 120 furlongs in length each way sentence3: city stands on a broad plane and is an exact square, a hundred and twenty fur lungs in length each way.","The city stands on a broad plain, and is an exact square, 120 furlongs","The city stands on a broad plain, and is an exact square, a hundred and twenty furlongs in length each way,"
254,"merge sentence1: it's so good man had really been 4 years a swindler and a row sentence2: It's so good a man had really been for years a swindler and a rogue sentence3: so good a man had really been for years, a sw and a rogue",It so good a man had really been for years a swindler and ,that so good a man had really been for years a swindler and a rogue.
255,"merge sentence1: sound of a combination of Oswald's known Marxist sympathies and George Orwell's book 1984 one of Oswald's favorite books sentence2: Out of a combination of Oswald known Marxist sympathies and George Orwell's book 19841 of Oswald's favorite books sentence3: of a combination of oswald known marxist sympathies, and George or wills book nineteen eighty four, one of Oswald favorite books,",out of a combination of Oswald's known Marxist sympathies and George,"out of a combination of Oswald's known Marxist sympathies and George Orwell's book ""1984,"" one of Oswald's favorite books"
256,merge sentence1: persons were still living in 1855 who had witnessed dissections at hex Hall sentence2: Persons were still living in 1855 who had witnessed dissections at Hicks Hall and sentence3: Persons were still living in eighteen fifty five who had witnessed dissection at Hicks hall and,"Persons were still living in 1855, who had witnessed dissections at Hicks","Persons were still living in 1855 who had witnessed dissections at Hicks' Hall, and"
257,merge sentence1: recognition that the responsibility must be shared increases the likelihood that it will be met sentence2: Recognition that the responsibility must be shared increases the likelihood that it will be met sentence3: recognition that the responsibility must be shared increases the likelihood that it will be met.,Recognition that the responsibility must be shared increases the likelihood that it will be met,Recognition that the responsibility must be shared increases the likelihood that it will be met.
258,merge sentence1: varied so considerably in the several documents he left behind that too much Reliance cannot be placed upon his confession sentence2: Varied so considerably in the several documents he left behind that too much reliance cannot be placed upon his confession sentence3: varied so considerably in the several documents he left behind that too much reliance cannot be placed upon his confession.,"varied so considerably in the several documents he left behind, that too much reliance cannot be","varied so considerably in the several documents he left behind, that too much reliance cannot be placed upon his confession."
259,merge sentence1: it must have appeared to him that he was unable to command even the attention of his family sentence2: It must have appeared to him that he sentence3: it must have appeared to him that he was unable to command even the attention of his family.,It must have appeared to him that he was unable to command even the attention of his,it must have appeared to him that he was unable to command even the attention of his family.
260,"merge sentence1: for arraignment to an asylum and the secretary of state had the same power as regards any who became insane while undergoing sentence sentence2: Or arrangement to an asylum and the secretary of state had the same power as regards any who became insane while undergoing sentence sentence3: or arr to an asylum, and the secretary of state had the same power as regards any who became insane while undergoing sentence.","or arrangement to an asylum, and the Secretary of State had the same power as regards any who","or arraignment, to an asylum, and the Secretary of State had the same power as regards any who became insane while undergoing sentence."
261,"merge sentence1: there was no separation even for the women under sentence of death who lived in a common and perpetually crowded Ward sentence2: There was no separation even for the women under sentence of death who lived in a common and perpetually crowded war sentence3: there was no separation even for the women under sentence of death, who lived in a common and perpetually crowded ward","There was no separation even for the women under sentence of death, who lived in a common","There was no separation even for the women under sentence of death, who lived in a common and perpetually crowded ward."
262,merge sentence1: about persons other than those who were obvious threats to the president sentence2: About persons other than those who were obvious threats to the president sentence3: about persons other than those who were obvious threats to the president.,"about persons, other than those who were obvious threats to the President.",about persons other than those who were obvious threats to the President.
263,merge sentence1: he whispered in the ear of the German Pastor who attended him on the scaffold sentence2: He whispered in the ear of the german pastor who attended him on the scaffold sentence3: he whispered in the ear of the German pastor who attended him on the scaffold,"He whispered in the ear of the German pastor who attended him on the scaffold,","he whispered in the ear of the German pastor who attended him on the scaffold,"
264,merge sentence1: to assist in its protection functions sentence2: To assist and it's protection functions. sentence3: to assist in its protection functions.,to assist in its protection functions.,to assist in its protection functions.
265,merge sentence1: Webster's devices for disposing of the body of her victim will call to mine those of Theodore gardel sentence2: Webster's devices for disposing of the body of her victim will call to mine those of theodor guardel sentence3: Webster devices for disposing of the body of her victim will call to mind those of theodore guard dell.,Webster's devices for disposing of the body of her victim will call to mine those,"Webster's devices for disposing of the body of her victim will call to mind those of Theodore Gardelle,"
266,"merge sentence1: quinntana pace and by the end of the 16th century there was no really beautiful printing done sentence2: Where to honor peace and to by the end of the 16th century there was no really beautiful printing done sentence3: went on a pace. And by the end of the sixteenth century, there was no really beautiful printing done.","went on a pace, and by the end of the sixteenth century there was no really",went on apace; and by the end of the sixteenth century there was no really beautiful printing done:
267,merge sentence1: nor did PRS develop any additional information between November 12th when Lawson left Washington and November 22 sentence2: Nor did PRS develop any additional information between November 12 when laws and left washington sentence3: nor did P develop any additional information between November twelve when loss left Washington and November twenty two.,Nor did PRS develop any additional information between November 12 when Lawson left Washington and November 22,"nor did PRS develop any additional information between November 12, when Lawson left Washington, and November 22."
268,merge sentence1: the rest of the crew were also permitted to Embark except the Chinaman one of whom was thrown into the water and drowned sentence2: The rest of the crew were also permitted to embark except the Chinamen one of whom was thrown into the water and drowned sentence3: rest of the crew were also permitted to embark except the china. One of whom was thrown into the water and drowned,"The rest of the crew were also permitted to embark except the Chinamen, one of whom was","The rest of the crew were also permitted to embark, except the Chinamen, one of whom was thrown into the water and drowned,"
269,"merge sentence1: is must needs vary according to the nature of the element at the operations which it has to undergo sentence2: And it's a pertinences must need very according to the nature of the element and the operations which it has to undergo sentence3: and its must needs vary according to the nature of the element and the operations, which it has to undergo",and its must-beds vary according to the nature of the element and the operations which it,and its appurtenances must needs vary according to the nature of the aliment and the operations which it has to undergo
270,merge sentence1: truly estimated that he gave this information to Fritz about 15 or 20 minutes after the shots sentence2: Truly estimated that he gave this information to Fritz about 15 or 20 minutes after the shots sentence3: truly estimated that he gave this information to Fritz about fifteen or twenty minutes after the shots.,Truly estimated that he gave this information to Fritz about 15 or 20 minutes after the shots,"Truly estimated that he gave this information to Fritz about 15 or 20 minutes after the shots,"
271,merge sentence1: Pandit a shilling to the escort water to provide her with a Hackney coach but this functionary pocketed the cash and oblige the woman to walk sentence2: Who handed a shilling to the escort water to provide her with a hack knee coach sentence3: handed a shi to the escort water to provide her with a hack knee coach. But this pocket the cash and obliged the woman to walk,who handed a shilling to the escort water to provide her with,"who handed a shilling to the escort warder to provide her with a hackney coach; but this functionary pocketed the cash, and obliged the woman to walk"
272,"merge sentence1: the few of the more important city or Borough prisons these acts more especially applied sentence2: The few of the more important city or burrow prisons these acts more especially applied. sentence3: the few of the more important city or burrow prisons, these acts more especially applied.",The few of the more important city or borough prisons these acts more especially applied.,"with a few of the more important city or borough prisons, these acts more especially applied."
273,merge sentence1: in an attempt to have this discharge reverse sentence2: In an attempt to have this discharge reversed sentence3: an attempt to have this discharge reversed,"In an attempt to have this discharge reversed,","In an attempt to have this discharge reversed,"
274,"merge sentence1: the sheriff's shutter their inquisitive friends crane forward the keeper frowns on the excited congregation sentence2: The sheriff's shutter sentence3: a sheriff shutter. Their in friends crane forward, the keeper frown on the excited congregation","The sheriffs shutter, their inquisitive friends crane forward, the keeper","The sheriffs shudder, their inquisitive friends crane forward, the keeper frowns on the excited congregation,"
275,merge sentence1: that plan has two Chief purposes sentence2: That plan has two chief purposes. sentence3: that plan has two chief purposes.,That plan has two chief purposes.,That plan has two chief purposes.
276,"merge sentence1: the essential character vegetable life is the exhalation of oxygen which is affected through the agency of light sentence2: The essential character of vegetable life is the exhalation of oxygen which is affected through the agency of light sentence3: The essential character of vegetable life is the exhalation of oxygen, which is affected through the agency of light.",The essential character of vegetable life is the exhalation of oxygen which is effected through,"The essential character of vegetable life is the exhalation of oxygen, which is effected through the agency of light."
277,merge sentence1: taken from Oswalt sentence2: Taken from Oswald sentence3: taken from oswald,taken from Oswald.,taken from Oswald.
278,merge sentence1: went to the police and great Fury and distress and disclosed all she knew of the affair sentence2: Went to the police in great fury and distressed and disclosed all she knew of the affair sentence3: went to the police in great fury and distress and disclosed all she knew of the affair.,"went to the police in great fury and distress, and disclosed all she knew of the affair","went to the police in great fury and distress, and disclosed all she knew of the affair."
279,"merge sentence1: 1827 the society was compelled to report that no material changes taking place in Newgate since the passing of the prison laws sentence2: In 1827 the society was compelled to report that no material change had taken place in Newgate since the passing of the prison laws sentence3: eighteen twenty seven, the society was compelled to report that no material change had taken place in new gate since the passing of the prison laws.",In 1827 the Society was compelled to report that no material change had taken place in,"In 1827 the Society was compelled to report that ""no material change had taken place in Newgate since the passing of the prison laws,"
280,"merge sentence1: even if the Manpower and technological resources of the Secret Service are out sentence2: Even if the manpower and technological resources of the secret service are sentence3: even if the manpower and technological resources of the secret service are adequately augmented,","Even if the manpower and technological resources of the Secret Service are adequately augmented,","Even if the manpower and technological resources of the Secret Service are adequately augmented,"
281,merge sentence1: throw organization. Ending early in 1962 sentence2: That an anti-castro organization had maintained offices there for a period ending early in 1962 sentence3: an anti castro organization had maintained offices there for a period ending early in nineteen sixty two.,that an anti-Castro organization had maintained offices there for a period ending early in,that an anti-Castro organization had maintained offices there for a period ending early in 1962.
282,"merge sentence1: Dallas one of the nine agents was assigned to assist in security measures at Love Field and forehead protective assignments at the Trade Mart sentence2: In Dallas one of the nine agents was assigned to assistant security measures at love field and four had protective assignments at the trademark sentence3: in Dallas, one of the nine agents was assigned to assist security measures at Love field and forehead had protective assignments at the trade",In Dallas one of the nine agents was assigned to assist in security measures at Love Field and forehead,"In Dallas, one of the nine agents was assigned to assist in security measures at Love Field, and four had protective assignments at the Trade Mart."
283,"merge sentence1: fibers on rifle sentence2: Fibers on rifle. sentence3: fibers on rifle,",Fibers on Rifle,Fibers on Rifle
284,merge sentence1: Cormac independent upon the desire or Prejudice of any individual Justice sentence2: Or make independent on upon the desire or prejudice of any individual justice sentence3: or make independent arm upon the desire or prejudice of any individual justice.,or make independent upon the desire or prejudice of any individual justice.,or make independent on upon the desire or prejudice of any individual justice?
285,"merge sentence1: this was affected by stopping the nearly indiscriminate admission of visitors which had hitherto prevailed all over the jail sentence2: This was affected by stopping the nearly indiscriminate admission of visitors which had hithered to prevailed all over the jail. sentence3: this was affected by stopping the nearly ind admission of visitors, which had hit two prevailed all over the jail.","This was effected by stopping the nearly indiscriminate admission of visitors, which","This was effected by stopping the nearly indiscriminate admission of visitors, which had hitherto prevailed all over the jail."
286,merge sentence1: based on other evidence to have fired the shots from the window sentence2: Based on other evidence to have fired the shots from the window sentence3: based on other evidence to have fired the shots from the window.,Based on other evidence to have fired the shots from the window.,"based on other evidence, to have fired the shots from the window."
287,"merge sentence1: after entering the car Fraser glanced over his shoulder and noticed a brown paper package on the backseat sentence2: After entering the car Fraser glanced over his shoulder and noticed a brown paper package on the back seat sentence3: after entering the car, frazier glanced over his shoulder and noticed a brown paper package on the back seat.","After entering the car, Frazier glanced over his shoulder and noticed a brown paper package","After entering the car, Frazier glanced over his shoulder and noticed a brown paper package on the back seat."
288,merge sentence1: located on the Southeast corner of this intersection sentence2: Located on the southeast corner of this intersection sentence3: located on the southeast corner of this intersection.,located on the southeast corner of this intersection.,located on the southeast corner of this intersection.
289,merge sentence1: how he cast Hebrew legs into a fiery furnace and into the lions den sentence2: How he cast he brew lads into a fiery furnace and into the lion's gen sentence3: he cast hebrew lads into a fiery furnace and into the lion's.,how he cast Hebrew lads into a fiery furnace and into the,"how he cast Hebrew lads into a fiery furnace and into the lions' den,"
290,"merge sentence1: one of Alexander's generals who for a Time made it his home but he was a Greek and cared little for things Babylonian sentence2: One of Alexander's generals who for a time made it his home but he was a Greek and cared little for things Babylon sentence3: one of Alexander's generals who for a time made it his home, but he was a Greek and cared little for things babylon.","one of Alexander's generals, who for a time made it his home, but","one of Alexander's generals, who for a time made it his home, but he was a Greek and cared little for things Babylonian."
291,"merge sentence1: Publix some 6 and 30 years after the promulgation of this act the flagrant and persistent violations of others sentence2: Published some six and 30 years after the promulgation of this act the flagrant and persistent violations of it and others sentence3: published some six and thirty years after the prom propagation of this act, the flag and persistent violations of it and others","published some six and thirty years after the promulgation of this act, the flagrant","published some six-and-thirty years after the promulgation of this act, the flagrant and persistent violations of it and others"
292,"merge sentence1: Cairo testified that quote there was nothing that would lead me to believe when I saw him at the age of 12 that there would be seeds of Destruction for somebody sentence2: Carot testify that quote there was nothing that would lead me to believe when I saw him at the age of 12 that there would be seeds of destruction for somebody sentence3: carr testified that, quote, there was nothing that would lead me to believe when I saw him at the age of twelve that there would be seeds of destruction for somebody.","Carro testified that, quote, there was nothing that would lead me to believe when I","Carro testified that, quote, There was nothing that would lead me to believe when I saw him at the age of 12 that them would be seeds of destruction for somebody."
293,merge sentence1: charged him with the offense sentence2: Charged him with the offense. sentence3: charged him with the offense.,charged him with the offense.,charged him with the offense.
294,merge sentence1: so that it was carried straight and parallel to his body sentence2: So that it was carried straight and parallel to his body sentence3: so that it was carried straight in parallel to his body.,so that it was carried straight and parallel to his body.,so that it was carried straight and parallel to his body.
295,"merge sentence1: Spirits were freely introduced and although he had first abstained sentence2: Spirits were freely introduced and although he at first abstained sentence3: spirits were freely introduced, and although he had first stained,","Spirits were freely introduced, and although he at first abstained,","Spirits were freely introduced, and although he at first abstained,"
296,"merge sentence1: many places to where the prisoners earned money by their work they were granted a portion of it for their own use after proper deduction for maintenance sentence2: In many places too where the prisoners earned money by their work they were granted a portion of it for their own use after proper deduction for maintenance sentence3: many places too, where the prisoners earned money by their work, they were granted a portion of it for their own use after proper deduction for maintenance.","In many places, too, where the prisoners earned money by their work, they were granted ","In many places too where the prisoners earned money by their work, they were granted a portion of it for their own use after proper deduction for maintenance."
297,"merge sentence1: coach immediately drove off mr. G entered the house ask for mr. Heath was told he would find him in the back kitchen at breakfast sentence2: The coach immediately drove off mr G entered the house sentence3: the coach immediately drove off, mister G entered the house, asked for mister Heath, was told he would find him in the back kitchen at breakfast.","The coach immediately drove off. Mr. G entered the house, asked for Mr. Heath","The coach immediately drove off; Mr. Gee entered the house, asked for Mr. Heath, was told he would find him in the back kitchen at breakfast."
298,"merge sentence1: in his evidence in 1814 said it was more sentence2: In his evidence in 1814 sentence3: his evidence in eighteen fourteen, said it was more",In his evidence in 1814 said it was more,"in his evidence in 1814, said it was more,"
299,merge sentence1: all four bullets were fired from a weapon sentence2: All four bullets were fired from a weapon sentence3: all four bullets were fired from a weapon,All four bullets were fired from a weapon,All four bullets were fired from a weapon
300,merge sentence1: mrs. Markham heard three shots and saw the policeman's ball to the ground near the left front wheel sentence2: A man pulled a gun sentence3: a man pulled a gun. Missus Mark heard the three shots and saw the police fall to the ground near the left front wheel.,A man pulled a gun. Mrs. Markham heard the three shots and saw the police,The man pulled a gun. Mrs. Markham heard three shots and saw the policeman fall to the ground near the left front wheel.
301,"merge sentence1: strongly supported outside the house and a petition in favor of its passing what's presented sentence2: This amendment was strongly supported outside the house and the petition in favor of its passing was presented sentence3: this amendment was strongly supported outside the house, and the petition in favor of its passing was presented.","This amendment was strongly supported outside the House, and the petition in favor of its passing was presented","This amendment was strongly supported outside the House, and a petition in favor of its passing was presented,"
302,merge sentence1: I told her sister is much when they last met sentence2: And told her sister as much when they last met sentence3: told her sister as much when they last met.,and told her sister as much when they last met.,and told her sister as much when they last met.
303,"merge sentence1: in reply Arnold Johnson advised Oswald that while as an American citizen he had a right to participate in such organizations as he wished quote sentence2: In reply Arnold Johnson advised Oswal that while as an American citizen he had a right to participate in such organizations as he wished quote sentence3: reply, Arnold Johnson advised Oswald that While as an American citizen, he had a right to participate in such organizations as he wished, quote,","In reply, Arnold Johnson advised Oswald that while as an American citizen he had ","In reply Arnold Johnson advised Oswald that, while as an American citizen he had a right to participate in such organizations as he wished, quote,"
304,"merge sentence1: in this way some of the radiant and kinetic energy of the Sun comes to be stored up as potential energy sentence2: In this way some of the radiant and kinetic energy of the sun comes to be stored up as potential energy in the starch sentence3: in this way, some of the radiant and kinetic energy of the sun comes to be stored up as potential energy in the start.",In this way some of the radiant and kinetic energy of the sun comes to be stored up,In this way some of the radiant and kinetic energy of the sun comes to be stored up as potential energy in the starch.
